head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time,puid_num_responses,num_responses
18,14,19,19,Random,-9999.0,787a3fe2b5664b28,7.934999942779541,0.187999963760376,1658776700.013,14,Knife,Paint brush,Oil can,Paint brush,Knife,Knife,Paint brush,Oil can,Paint brush,Knife,683.719486951828,2022-07-25T19:18:20.013000,1658776016.293513,26,26
29,17,2,2,Random,-9999.0,787a3fe2b5664b28,2.674000024795532,0.16900014877319336,1658776702.847,17,Nail,Axe,Vacuum,Axe,Nail,Nail,Axe,Vacuum,Axe,Nail,686.5534868240356,2022-07-25T19:18:22.847000,1658776016.293513,27,27
11,9,26,9,Random,-9999.0,787a3fe2b5664b28,3.0260000228881836,0.15599989891052246,1658776706.031,26,Crocodile,Toad,Gecko,Crocodile,Toad,Crocodile,Toad,Gecko,Crocodile,Toad,689.7374868392944,2022-07-25T19:18:26.031000,1658776016.293513,28,28
21,12,17,12,Random,-9999.0,787a3fe2b5664b28,2.788000106811523,0.17799997329711914,1658776708.998,17,Grinding disk,Nail,Saw,Grinding disk,Nail,Grinding disk,Nail,Saw,Grinding disk,Nail,692.7044868469238,2022-07-25T19:18:28.998000,1658776016.293513,29,29
15,3,25,25,Random,-9999.0,787a3fe2b5664b28,2.252000093460083,0.16299986839294434,1658776711.416,3,Blindworm,Spanner,Lawn Mower,Spanner,Blindworm,Blindworm,Spanner,Lawn Mower,Spanner,Blindworm,695.1224868297577,2022-07-25T19:18:31.416000,1658776016.293513,30,30
16,9,24,9,Random,-9999.0,787a3fe2b5664b28,2.075999975204468,0.17199993133544922,1658776713.657,24,Crocodile,Snake,Lizard,Crocodile,Snake,Crocodile,Snake,Lizard,Crocodile,Snake,697.3634870052338,2022-07-25T19:18:33.657000,1658776016.293513,31,31
16,12,27,27,Random,-9999.0,787a3fe2b5664b28,2.432000160217285,0.16199994087219238,1658776716.256,12,Grinding disk,Tortoise,Lizard,Tortoise,Grinding disk,Grinding disk,Tortoise,Lizard,Tortoise,Grinding disk,699.9624869823456,2022-07-25T19:18:36.256000,1658776016.293513,32,32
19,18,4,18,Random,-9999.0,787a3fe2b5664b28,2.202000141143799,0.1699998378753662,1658776718.63,4,Oil can,Boa python,Paint brush,Oil can,Boa python,Oil can,Boa python,Paint brush,Oil can,Boa python,702.3364870548248,2022-07-25T19:18:38.630000,1658776016.293513,33,33
13,16,21,21,Random,-9999.0,787a3fe2b5664b28,1.7650001049041748,0.1659998893737793,1658776720.503,16,Lizard,Saw,Hammer,Saw,Lizard,Lizard,Saw,Hammer,Saw,Lizard,704.2094869613647,2022-07-25T19:18:40.503000,1658776016.293513,34,34
8,9,5,9,Random,-9999.0,787a3fe2b5664b28,2.078000068664551,0.1099998950958252,1658776722.743,5,Crocodile,Caiman,Cobra,Crocodile,Caiman,Crocodile,Caiman,Cobra,Crocodile,Caiman,706.4494869709015,2022-07-25T19:18:42.743000,1658776016.293513,35,35
28,14,18,14,Random,-9999.0,787a3fe2b5664b28,2.2920000553131104,0.15799999237060547,1658776725.197,18,Knife,Oil can,Turtle,Knife,Oil can,Knife,Oil can,Turtle,Knife,Oil can,708.9034869670868,2022-07-25T19:18:45.197000,1658776016.293513,36,36
18,12,9,12,Random,-9999.0,787a3fe2b5664b28,4.504999876022339,0.16100001335144043,1658776729.858,9,Grinding disk,Crocodile,Oil can,Grinding disk,Crocodile,Grinding disk,Crocodile,Oil can,Grinding disk,Crocodile,713.5644869804382,2022-07-25T19:18:49.858000,1658776016.293513,37,37
15,16,18,18,Random,-9999.0,787a3fe2b5664b28,1.7209999561309814,0.17300009727478027,1658776731.701,16,Lizard,Oil can,Lawn Mower,Oil can,Lizard,Lizard,Oil can,Lawn Mower,Oil can,Lizard,715.4074869155884,2022-07-25T19:18:51.701000,1658776016.293513,38,38
2,4,23,23,Random,-9999.0,787a3fe2b5664b28,1.5260000228881836,0.10500001907348631,1658776733.325,4,Boa python,Shovel,Axe,Shovel,Boa python,Boa python,Shovel,Axe,Shovel,Boa python,717.0314869880676,2022-07-25T19:18:53.325000,1658776016.293513,39,39
20,27,10,10,Random,-9999.0,787a3fe2b5664b28,2.435999870300293,0.0970001220703125,1658776735.919,27,Tortoise,Dinosaur,Salamander,Dinosaur,Tortoise,Tortoise,Dinosaur,Salamander,Dinosaur,Tortoise,719.6254868507385,2022-07-25T19:18:55.919000,1658776016.293513,40,40
9,29,15,29,Random,-9999.0,787a3fe2b5664b28,3.721000194549561,0.1659998893737793,1658776739.802,15,Vacuum,Lawn Mower,Crocodile,Vacuum,Lawn Mower,Vacuum,Lawn Mower,Crocodile,Vacuum,Lawn Mower,723.5084869861603,2022-07-25T19:18:59.802000,1658776016.293513,41,41
25,27,0,0,Random,-9999.0,787a3fe2b5664b28,3.319000005722046,0.16300010681152344,1658776743.283,27,Tortoise,Alligator,Spanner,Alligator,Tortoise,Tortoise,Alligator,Spanner,Alligator,Tortoise,726.9894869327545,2022-07-25T19:19:03.283000,1658776016.293513,42,42
1,20,7,7,Random,-9999.0,787a3fe2b5664b28,1.5830001831054688,0.1529998779296875,1658776744.958,20,Salamander,Chisel,Anvil,Chisel,Salamander,Salamander,Chisel,Anvil,Chisel,Salamander,728.6644868850708,2022-07-25T19:19:04.958000,1658776016.293513,43,43
29,0,20,0,Validation,4.0,787a3fe2b5664b28,2.321000099182129,0.09399986267089844,1658776747.439,20,Alligator,Salamander,Vacuum,Alligator,Salamander,Alligator,Salamander,Vacuum,Alligator,Salamander,731.145486831665,2022-07-25T19:19:07.439000,1658776016.293513,44,44
20,9,15,9,Random,-9999.0,787a3fe2b5664b28,1.7149999141693115,0.16899991035461426,1658776749.265,15,Crocodile,Lawn Mower,Salamander,Crocodile,Lawn Mower,Crocodile,Lawn Mower,Salamander,Crocodile,Lawn Mower,732.9714870452881,2022-07-25T19:19:09.265000,1658776016.293513,45,45
6,18,13,13,Random,-9999.0,787a3fe2b5664b28,2.642000198364258,0.10599994659423828,1658776752.065,18,Oil can,Hammer,Chameleon,Hammer,Oil can,Oil can,Hammer,Chameleon,Hammer,Oil can,735.7714869976044,2022-07-25T19:19:12.065000,1658776016.293513,46,46
21,8,23,23,Random,-9999.0,787a3fe2b5664b28,1.623999834060669,0.1679999828338623,1658776753.8,8,Cobra,Shovel,Saw,Shovel,Cobra,Cobra,Shovel,Saw,Shovel,Cobra,737.5064868927002,2022-07-25T19:19:13.800000,1658776016.293513,47,47
23,4,26,4,Random,-9999.0,787a3fe2b5664b28,3.7170000076293945,0.10199999809265135,1658776757.684,26,Boa python,Toad,Shovel,Boa python,Toad,Boa python,Toad,Shovel,Boa python,Toad,741.3904869556427,2022-07-25T19:19:17.684000,1658776016.293513,48,48
18,12,0,12,Validation,5.0,787a3fe2b5664b28,3.134000062942505,0.17499995231628418,1658776760.983,0,Grinding disk,Alligator,Oil can,Grinding disk,Alligator,Grinding disk,Alligator,Oil can,Grinding disk,Alligator,744.6894869804382,2022-07-25T19:19:20.983000,1658776016.293513,49,49
20,0,3,0,Validation,6.0,787a3fe2b5664b28,1.8340001106262207,0.16100001335144043,1658776762.932,3,Alligator,Blindworm,Salamander,Alligator,Blindworm,Alligator,Blindworm,Salamander,Alligator,Blindworm,746.6384868621826,2022-07-25T19:19:22.932000,1658776016.293513,50,50
2,15,24,15,Random,-9999.0,787a3fe2b5664b28,1.7609999179840088,0.11599993705749512,1658776764.798,24,Lawn Mower,Snake,Axe,Lawn Mower,Snake,Lawn Mower,Snake,Axe,Lawn Mower,Snake,748.5044870376587,2022-07-25T19:19:24.798000,1658776016.293513,51,51
3,10,29,10,Random,-9999.0,787a3fe2b5664b28,3.188999891281128,0.09400010108947754,1658776768.149,29,Dinosaur,Vacuum,Blindworm,Dinosaur,Vacuum,Dinosaur,Vacuum,Blindworm,Dinosaur,Vacuum,751.855486869812,2022-07-25T19:19:28.149000,1658776016.293513,52,52
11,28,19,28,Random,-9999.0,b573fc6db8b4fc6a,9.228999853134155,0.1380000114440918,1658776777.874,19,Turtle,Paint brush,Gecko,Turtle,Paint brush,Turtle,Paint brush,Gecko,Turtle,Paint brush,761.5804870128632,2022-07-25T19:19:37.874000,1658776016.293513,1,53
16,10,12,10,Random,-9999.0,b573fc6db8b4fc6a,1.6699998378753662,0.17300009727478027,1658776779.712,12,Dinosaur,Grinding disk,Lizard,Dinosaur,Grinding disk,Dinosaur,Grinding disk,Lizard,Dinosaur,Grinding disk,763.4184868335724,2022-07-25T19:19:39.712000,1658776016.293513,2,54
24,21,28,28,Random,-9999.0,b573fc6db8b4fc6a,1.819999933242798,0.08000016212463379,1658776781.614,21,Saw,Turtle,Snake,Turtle,Saw,Saw,Turtle,Snake,Turtle,Saw,765.3204870223999,2022-07-25T19:19:41.614000,1658776016.293513,3,55
21,27,24,24,Random,-9999.0,b573fc6db8b4fc6a,3.74399995803833,0.07700014114379883,1658776785.506,27,Tortoise,Snake,Saw,Snake,Tortoise,Tortoise,Snake,Saw,Snake,Tortoise,769.2124869823456,2022-07-25T19:19:45.506000,1658776016.293513,4,56
1,16,25,25,Random,-9999.0,b573fc6db8b4fc6a,1.9100000858306885,0.15399980545043945,1658776787.504,16,Lizard,Spanner,Anvil,Spanner,Lizard,Lizard,Spanner,Anvil,Spanner,Lizard,771.2104868888855,2022-07-25T19:19:47.504000,1658776016.293513,5,57
25,23,22,22,Random,-9999.0,787a3fe2b5664b28,20.367999792099,0.17500019073486328,1658776788.683,23,Shovel,Screwdriver,Spanner,Screwdriver,Shovel,Shovel,Screwdriver,Spanner,Screwdriver,Shovel,772.389487028122,2022-07-25T19:19:48.683000,1658776016.293513,53,58
13,22,2,2,Random,-9999.0,6074a3cc0c214aa6,183.15899991989136,0.252000093460083,1658776788.942,22,Screwdriver,Axe,Hammer,Axe,Screwdriver,Screwdriver,Axe,Hammer,Axe,Screwdriver,772.6484868526459,2022-07-25T19:19:48.942000,1658776016.293513,1,59
4,15,16,16,Random,-9999.0,b573fc6db8b4fc6a,2.0190000534057617,0.07999992370605469,1658776789.661,15,Lawn Mower,Lizard,Boa python,Lizard,Lawn Mower,Lawn Mower,Lizard,Boa python,Lizard,Lawn Mower,773.3674869537354,2022-07-25T19:19:49.661000,1658776016.293513,6,60
7,18,8,18,Random,-9999.0,036f153b24a8e767,12.252000093460085,0.23799991607666016,1658776790.11,8,Oil can,Cobra,Chisel,Oil can,Cobra,Oil can,Cobra,Chisel,Oil can,Cobra,773.8164868354797,2022-07-25T19:19:50.110000,1658776016.293513,1,61
7,17,23,23,Random,-9999.0,b573fc6db8b4fc6a,2.4250001907348633,0.14499998092651367,1658776792.238,17,Nail,Shovel,Chisel,Shovel,Nail,Nail,Shovel,Chisel,Shovel,Nail,775.9444868564606,2022-07-25T19:19:52.238000,1658776016.293513,7,62
26,15,10,10,Random,-9999.0,6074a3cc0c214aa6,3.3440001010894775,0.26799988746643066,1658776792.556,15,Lawn Mower,Dinosaur,Toad,Dinosaur,Lawn Mower,Lawn Mower,Dinosaur,Toad,Dinosaur,Lawn Mower,776.2624869346619,2022-07-25T19:19:52.556000,1658776016.293513,2,63
18,28,3,28,Random,-9999.0,036f153b24a8e767,2.439000129699707,0.23799991607666016,1658776792.786,3,Turtle,Blindworm,Oil can,Turtle,Blindworm,Turtle,Blindworm,Oil can,Turtle,Blindworm,776.4924869537354,2022-07-25T19:19:52.786000,1658776016.293513,2,64
5,21,19,21,Random,-9999.0,787a3fe2b5664b28,4.003000020980835,0.16000008583068848,1658776792.849,19,Saw,Paint brush,Caiman,Saw,Paint brush,Saw,Paint brush,Caiman,Saw,Paint brush,776.5554869174957,2022-07-25T19:19:52.849000,1658776016.293513,54,65
13,5,6,5,Random,-9999.0,b573fc6db8b4fc6a,2.2049999237060547,0.15199995040893555,1658776794.588,6,Caiman,Chameleon,Hammer,Caiman,Chameleon,Caiman,Chameleon,Hammer,Caiman,Chameleon,778.2944869995117,2022-07-25T19:19:54.588000,1658776016.293513,8,66
2,19,8,19,Random,-9999.0,787a3fe2b5664b28,1.680999994277954,0.1679999828338623,1658776794.638,8,Paint brush,Cobra,Axe,Paint brush,Cobra,Paint brush,Cobra,Axe,Paint brush,Cobra,778.344486951828,2022-07-25T19:19:54.638000,1658776016.293513,55,67
1,0,4,0,Validation,7.0,036f153b24a8e767,3.038000106811523,0.23599982261657715,1658776796.069,4,Alligator,Boa python,Anvil,Alligator,Boa python,Alligator,Boa python,Anvil,Alligator,Boa python,779.775486946106,2022-07-25T19:19:56.069000,1658776016.293513,3,68
15,29,20,29,Random,-9999.0,b573fc6db8b4fc6a,1.602999925613403,0.1510000228881836,1658776796.28,20,Vacuum,Salamander,Lawn Mower,Vacuum,Salamander,Vacuum,Salamander,Lawn Mower,Vacuum,Salamander,779.9864869117737,2022-07-25T19:19:56.280000,1658776016.293513,9,69
24,0,14,0,Validation,8.0,787a3fe2b5664b28,1.9070000648498535,0.0989999771118164,1658776796.644,14,Alligator,Knife,Snake,Alligator,Knife,Alligator,Knife,Snake,Alligator,Knife,780.3504869937897,2022-07-25T19:19:56.644000,1658776016.293513,56,70
17,18,10,18,Random,-9999.0,6074a3cc0c214aa6,4.207000017166138,0.25099992752075195,1658776797.006,10,Oil can,Dinosaur,Nail,Oil can,Dinosaur,Oil can,Dinosaur,Nail,Oil can,Dinosaur,780.7124869823456,2022-07-25T19:19:57.006000,1658776016.293513,3,71
0,1,22,1,Random,-9999.0,036f153b24a8e767,1.9489998817443848,0.2569999694824219,1658776798.427,22,Anvil,Screwdriver,Alligator,Anvil,Screwdriver,Anvil,Screwdriver,Alligator,Anvil,Screwdriver,782.1334869861603,2022-07-25T19:19:58.427000,1658776016.293513,4,72
21,22,14,14,Random,-9999.0,b573fc6db8b4fc6a,2.0390000343322754,0.07700014114379883,1658776798.457,22,Screwdriver,Knife,Saw,Knife,Screwdriver,Screwdriver,Knife,Saw,Knife,Screwdriver,782.16348695755,2022-07-25T19:19:58.457000,1658776016.293513,10,73
24,18,4,4,Random,-9999.0,787a3fe2b5664b28,1.7160000801086426,0.1489999294281006,1658776798.498,18,Oil can,Boa python,Snake,Boa python,Oil can,Oil can,Boa python,Snake,Boa python,Oil can,782.2044868469238,2022-07-25T19:19:58.498000,1658776016.293513,57,74
3,16,29,16,Random,-9999.0,6074a3cc0c214aa6,3.080000162124634,0.28299999237060547,1658776800.364,29,Lizard,Vacuum,Blindworm,Lizard,Vacuum,Lizard,Vacuum,Blindworm,Lizard,Vacuum,784.0704870223999,2022-07-25T19:20:00.364000,1658776016.293513,4,75
28,22,6,6,Random,-9999.0,036f153b24a8e767,2.15999984741211,0.2590000629425049,1658776800.793,22,Screwdriver,Chameleon,Turtle,Chameleon,Screwdriver,Screwdriver,Chameleon,Turtle,Chameleon,Screwdriver,784.4994869232178,2022-07-25T19:20:00.793000,1658776016.293513,5,76
17,9,13,13,Random,-9999.0,b573fc6db8b4fc6a,2.4140000343322754,0.14299988746643066,1658776801.023,9,Crocodile,Hammer,Nail,Hammer,Crocodile,Crocodile,Hammer,Nail,Hammer,Crocodile,784.7294869422913,2022-07-25T19:20:01.023000,1658776016.293513,11,77
21,5,0,0,Validation,9.0,787a3fe2b5664b28,2.628999948501587,0.08599996566772461,1658776801.28,5,Caiman,Alligator,Saw,Alligator,Caiman,Caiman,Alligator,Saw,Alligator,Caiman,784.9864869117737,2022-07-25T19:20:01.280000,1658776016.293513,58,78
3,29,23,23,Random,-9999.0,6074a3cc0c214aa6,2.508000135421753,0.3039999008178711,1658776803.188,29,Vacuum,Shovel,Blindworm,Shovel,Vacuum,Vacuum,Shovel,Blindworm,Shovel,Vacuum,786.8944869041443,2022-07-25T19:20:03.188000,1658776016.293513,5,79
3,14,12,12,Random,-9999.0,036f153b24a8e767,2.2829999923706055,0.24000000953674316,1658776803.322,14,Knife,Grinding disk,Blindworm,Grinding disk,Knife,Knife,Grinding disk,Blindworm,Grinding disk,Knife,787.0284869670868,2022-07-25T19:20:03.322000,1658776016.293513,6,80
25,11,16,11,Random,-9999.0,b573fc6db8b4fc6a,2.746999979019165,0.15199995040893555,1658776803.921,16,Gecko,Lizard,Spanner,Gecko,Lizard,Gecko,Lizard,Spanner,Gecko,Lizard,787.6274869441986,2022-07-25T19:20:03.921000,1658776016.293513,12,81
15,4,28,28,Random,-9999.0,787a3fe2b5664b28,2.6540000438690186,0.15599989891052246,1658776804.095,4,Boa python,Turtle,Lawn Mower,Turtle,Boa python,Boa python,Turtle,Lawn Mower,Turtle,Boa python,787.8014869689941,2022-07-25T19:20:04.095000,1658776016.293513,59,82
14,22,17,22,Random,-9999.0,036f153b24a8e767,1.897000074386597,0.2390000820159912,1658776805.55,17,Screwdriver,Nail,Knife,Screwdriver,Nail,Screwdriver,Nail,Knife,Screwdriver,Nail,789.2564868927002,2022-07-25T19:20:05.550000,1658776016.293513,7,83
6,16,17,16,Random,-9999.0,6074a3cc0c214aa6,2.0249998569488525,0.24500012397766113,1658776805.652,17,Lizard,Nail,Chameleon,Lizard,Nail,Lizard,Nail,Chameleon,Lizard,Nail,789.3584868907928,2022-07-25T19:20:05.652000,1658776016.293513,6,84
28,21,0,0,Validation,10.0,787a3fe2b5664b28,1.613999843597412,0.1660001277923584,1658776805.816,21,Saw,Alligator,Turtle,Alligator,Saw,Saw,Alligator,Turtle,Alligator,Saw,789.5224869251251,2022-07-25T19:20:05.816000,1658776016.293513,60,85
8,15,23,23,Random,-9999.0,b573fc6db8b4fc6a,2.425999879837036,0.15000009536743164,1658776806.489,15,Lawn Mower,Shovel,Cobra,Shovel,Lawn Mower,Lawn Mower,Shovel,Cobra,Shovel,Lawn Mower,790.1954870223999,2022-07-25T19:20:06.489000,1658776016.293513,13,86
10,15,18,15,Random,-9999.0,787a3fe2b5664b28,1.9579999446868896,0.10000014305114746,1658776807.971,18,Lawn Mower,Oil can,Dinosaur,Lawn Mower,Oil can,Lawn Mower,Oil can,Dinosaur,Lawn Mower,Oil can,791.6774868965149,2022-07-25T19:20:07.971000,1658776016.293513,61,87
18,0,19,19,Validation,11.0,036f153b24a8e767,2.178999900817871,0.32899999618530273,1658776807.971,0,Alligator,Paint brush,Oil can,Paint brush,Alligator,Alligator,Paint brush,Oil can,Paint brush,Alligator,791.6774868965149,2022-07-25T19:20:07.971000,1658776016.293513,8,88
5,21,11,11,Random,-9999.0,b573fc6db8b4fc6a,2.294000148773194,0.1419999599456787,1658776808.935,21,Saw,Gecko,Caiman,Gecko,Saw,Saw,Gecko,Caiman,Gecko,Saw,792.6414868831635,2022-07-25T19:20:08.935000,1658776016.293513,14,89
25,18,9,18,Random,-9999.0,6074a3cc0c214aa6,3.311000108718872,0.4440000057220459,1658776809.188,9,Oil can,Crocodile,Spanner,Oil can,Crocodile,Oil can,Crocodile,Spanner,Oil can,Crocodile,792.8944869041443,2022-07-25T19:20:09.188000,1658776016.293513,7,90
5,0,13,0,Random,-9999.0,787a3fe2b5664b28,1.5160000324249268,0.17199993133544922,1658776809.562,13,Alligator,Hammer,Caiman,Alligator,Hammer,Alligator,Hammer,Caiman,Alligator,Hammer,793.2684869766235,2022-07-25T19:20:09.562000,1658776016.293513,62,91
15,12,9,12,Random,-9999.0,036f153b24a8e767,1.9800000190734863,0.247999906539917,1658776810.198,9,Grinding disk,Crocodile,Lawn Mower,Grinding disk,Crocodile,Grinding disk,Crocodile,Lawn Mower,Grinding disk,Crocodile,793.9044868946075,2022-07-25T19:20:10.198000,1658776016.293513,9,92
4,16,6,16,Random,-9999.0,b573fc6db8b4fc6a,2.0959999561309814,0.16199994087219238,1658776811.184,6,Lizard,Chameleon,Boa python,Lizard,Chameleon,Lizard,Chameleon,Boa python,Lizard,Chameleon,794.8904869556427,2022-07-25T19:20:11.184000,1658776016.293513,15,93
1,16,20,16,Random,-9999.0,787a3fe2b5664b28,2.7869999408721924,0.1010000705718994,1658776812.511,20,Lizard,Salamander,Anvil,Lizard,Salamander,Lizard,Salamander,Anvil,Lizard,Salamander,796.2174868583679,2022-07-25T19:20:12.511000,1658776016.293513,63,94
7,15,0,0,Validation,12.0,036f153b24a8e767,2.130999803543091,0.23200011253356936,1658776812.565,15,Lawn Mower,Alligator,Chisel,Alligator,Lawn Mower,Lawn Mower,Alligator,Chisel,Alligator,Lawn Mower,796.2714869976044,2022-07-25T19:20:12.565000,1658776016.293513,10,95
