Concept,Run,Feature,Category
Cobra,4,lives_in_Asia,Animal
Cobra,4,eats_animals,Animal
Cobra,4,eats_small_animals,Animal
Cobra,5,are_a_reptile,Animal
Cobra,5,have_scales,Animal
Cobra,5,are_cold-blooded,Animal
Snake,1,have_body,Animal
Snake,1,have_long_body,Animal
Snake,1,have_cylindrical_body,Animal
Snake,1,have_skin,Animal
Snake,1,have_scaly_skin,Animal
Snake,1,have_tongue,Animal
Snake,1,have_forked_tongue,Animal
Snake,1,are_lacking_limbs,Animal
Snake,2,have_no_eyelids,Animal
Snake,2,have_no_external_ears,Animal
Snake,2,have_no_limbs,Animal
Snake,2,have_body,Animal
Snake,2,have_long_body,Animal
Snake,2,have_thin_body,Animal
Snake,2,have_scale-covered_bodies,Animal
Snake,3,have_slits_for_breathing,Animal
Snake,3,have_head,Animal
Snake,3,have_eyes,Animal
Snake,3,have_eyes_on_top_of_head,Animal
Snake,3,have_tongue,Animal
Snake,3,have_forked_tongue,Animal
Snake,3,have_no_eyelids,Animal
Snake,3,have_no_ears,Animal
Snake,3,have_no_legs,Animal
Snake,4,can_be_dangerous_to_humans,Animal
Snake,4,can_be_found_in_many_different_parts_of_the_world,Animal
Snake,4,can_be_very_long,Animal
Snake,4,can_be_up_to_30_feet,Animal
Snake,4,can_be_very_small,Animal
Snake,4,can_be_6_inches,Animal
Snake,5,are_carnivorous,Animal
Snake,5,eats_other_animals,Animal
Snake,5,have_teeth,Animal
Snake,5,have_sharp_teeth,Animal
Snake,5,have_tongue,Animal
Snake,5,have_forked_tongue,Animal
Snake,5,have_skin,Animal
Snake,5,can_shed_skin,Animal
Blindworm,1,are_small,Animal
Blindworm,1,have_body,Animal
Blindworm,1,have_long_body,Animal
Blindworm,1,have_slender_body,Animal
Blindworm,1,have_no_legs,Animal
Blindworm,1,are_mistaken_for_earthworms,Animal
Blindworm,2,are_small,Animal
Blindworm,2,have_body,Animal
Blindworm,2,have_long_body,Animal
Blindworm,2,have_slender_body,Animal
Blindworm,2,have_no_legs,Animal
Blindworm,2,are_mistaken_for_earthworms,Animal
Blindworm,2,have_no_eyes,Animal
Blindworm,2,have_no_pigmentation,Animal
Blindworm,2,are_pink,Animal
Blindworm,2,are_translucent,Animal
Blindworm,2,have_tongue,Animal
Blindworm,2,have_forked_tongue,Animal
Blindworm,2,can_smell_with_tongue,Animal
Blindworm,2,can_taste_with_tongue,Animal
Blindworm,2,lives_underground,Animal
Blindworm,3,have_body,Animal
Blindworm,3,have_long_body,Animal
Blindworm,3,have_slender_body,Animal
Blindworm,3,are_legless,Animal
Blindworm,3,have_head,Animal
Blindworm,3,have_pointed_head,Animal
Blindworm,3,have_eyes,Animal
Blindworm,3,have_small_eyes,Animal
Blindworm,4,have_skin,Animal
Blindworm,4,have_smooth_skin,Animal
Blindworm,4,are_brown,Animal
Blindworm,4,are_reddish_in_color,Animal
Blindworm,4,can_grow_up_to_30_cm,Animal
Blindworm,5,lives_in_Europe,Animal
Blindworm,5,lives_in_Asia,Animal
Blindworm,5,eats_insects,Animal
Blindworm,5,eats_small_insects,Animal
Blindworm,5,can_lay_eggs,Animal
Gecko,1,have_tail,Animal
Gecko,1,have_long_tail,Animal
Gecko,1,have_toes,Animal
Gecko,1,have_webbed_toes,Animal
Gecko,1,have_eyes,Animal
Gecko,1,have_large_eyes,Animal
Gecko,1,can_stick_to_surfaces,Animal
Gecko,1,can_climb_walls,Animal
Gecko,2,have_skin,Animal
Gecko,2,have_scaly_skin,Animal
Gecko,2,can_range_in_color,Animal
Gecko,2,are_brown,Animal
Gecko,2,are_green,Animal
Gecko,3,are_a_small_to_medium_sized_lizard,Animal
Gecko,3,can_grow_up_to_8-10_inches,Animal
Gecko,4,are_a_reptile,Animal
Gecko,4,are_related_to_iguanas,Animal
Gecko,4,are_related_to_other_lizards,Animal
Gecko,4,lives_in_warm_climate,Animal
Gecko,5,are_nocturnal,Animal
Boa python,1,are_nocturnal,Animal
Boa python,1,have_pits,Animal
Boa python,1,have_heat-sensing_pits,Animal
Boa python,1,are_constrictors,Animal
Boa python,1,can_grow_over_10_feet,Animal
Boa python,2,can_live_up_to_30_years,Animal
Boa python,2,eats_mammals,Animal
Boa python,2,eats_small_mammals,Animal
Boa python,2,lives_in_tropical_climate,Animal
Boa python,3,are_constrictors,Animal
Boa python,3,have_scales,Animal
Boa python,3,have_smooth_scales,Animal
Boa python,3,have_variety_of_colors,Animal
Boa python,3,can_be_green,Animal
Boa python,3,can_be_brown,Animal
Boa python,3,can_be_red,Animal
Boa python,4,are_a_snake,Animal
Boa python,4,are_a_large_snake,Animal
Boa python,4,can_grow_up_to_12_feet,Animal
Boa python,4,are_a_constrictor,Animal
Boa python,4,lives_in_South_America,Animal
Boa python,4,lives_in_rainforests_of_South_America,Animal
Boa python,4,eats_mammals,Animal
Boa python,4,eats_small_mammals,Animal
Boa python,4,eats_birds,Animal
Boa python,4,eats_reptiles,Animal
Boa python,5,have_tail,Animal
Boa python,5,have_prehensile_tail,Animal
Boa python,5,are_dimorphic,Animal
Boa python,5,are_sexually_dimorphic,Animal
Boa python,5,have_lifespan_of_20-30_years,Animal
Toad,1,have_skin,Animal
Toad,1,have_dry_skin,Animal
Toad,1,have_bumpy_skin,Animal
Toad,1,can_jump,Animal
Toad,1,are_good_jumpers,Animal
Toad,1,have_glands,Animal
Toad,1,have_poison_glands,Animal
Toad,2,have_skin,Animal
Toad,2,have_dry_skin,Animal
Toad,2,have_bumpy_skin,Animal
Toad,2,can_jump,Animal
Toad,2,are_good_jumpers,Animal
Toad,2,have_glands,Animal
Toad,2,have_poison_glands,Animal
Toad,3,have_tongue,Animal
Toad,3,have_long_tongue,Animal
Toad,3,have_sticky_tongue,Animal
Toad,3,have_body,Animal
Toad,3,can_inflate_bodies,Animal
Toad,3,can_change_color,Animal
Toad,4,lives_in_various_habitats,Animal
Toad,4,can_live_up_to_20_years,Animal
Toad,4,can_lay_eggs,Animal
Toad,4,can_lay_up_to_20000_eggs_at_a_time,Animal
Toad,5,are_carnivores,Animal
Toad,5,eats_insects,Animal
Toad,5,can_be_a_pet,Animal
Crocodile,1,have_body,Animal
Crocodile,1,have_long_body,Animal
Crocodile,1,have_muscular_body,Animal
Crocodile,1,have_tail,Animal
Crocodile,1,have_long_tail,Animal
Crocodile,1,have_teeth,Animal
Crocodile,1,have_sharp_teeth,Animal
Crocodile,1,have_jaw,Animal
Crocodile,1,have_long_jaw,Animal
Crocodile,1,have_powerful_jaw,Animal
Crocodile,1,have_short_legs,Animal
Crocodile,1,have_stubby_legs,Animal
Crocodile,1,have_legs,Animal
Crocodile,1,have_feet,Animal
Crocodile,1,have_webbed_feet,Animal
Crocodile,1,have_skin,Animal
Crocodile,1,have_tough_skin,Animal
Crocodile,1,have_scaly_skin,Animal
Crocodile,1,are_a_swimmer,Animal
Crocodile,1,are_a_good_swimmer,Animal
Crocodile,1,can_stay_submerged_for_long_periods_of_time,Animal
Crocodile,2,are_large,Animal
Crocodile,2,are_elongated,Animal
Crocodile,2,have_body,Animal
Crocodile,2,have_compressed_body,Animal
Crocodile,2,have_laterally_compressed_body,Animal
Crocodile,2,have_legs,Animal
Crocodile,2,have_stocky_legs,Animal
Crocodile,2,have_short_legs,Animal
Crocodile,2,have_four_legs,Animal
Crocodile,2,have_tail,Animal
Crocodile,2,have_long_tail,Animal
Crocodile,2,have_powerful_tail,Animal
Crocodile,2,have_head,Animal
Crocodile,2,have_teeth,Animal
Crocodile,2,have_long_teeth,Animal
Crocodile,2,have_sharp_teeth,Animal
Crocodile,2,have_skin,Animal
Crocodile,2,have_thick_skin,Animal
Crocodile,2,have_scaly_skin,Animal
Crocodile,2,can_breathe_air,Animal
Crocodile,2,can_hold_breath_for_long_periods_of_time,Animal
Crocodile,2,can_live_in_freshwater,Animal
Crocodile,2,can_live_in_saltwater,Animal
Crocodile,2,can_live_in_brackish_water,Animal
Crocodile,3,have_body,Animal
Crocodile,3,have_large_body,Animal
Crocodile,3,have_muscular_body,Animal
Crocodile,3,have_snout,Animal
Crocodile,3,have_long_snout,Animal
Crocodile,3,have_tapered_snout,Animal
Crocodile,3,have_skin,Animal
Crocodile,3,have_rough_skin,Animal
Crocodile,3,have_scaly_skin,Animal
Crocodile,3,are_olive_green,Animal
Crocodile,3,are_dark_brown,Animal
Crocodile,3,have_legs,Animal
Crocodile,3,have_short_legs,Animal
Crocodile,3,have_four_legs,Animal
Crocodile,3,have_toes,Animal
Crocodile,3,have_five_toes,Animal
Crocodile,3,have_webbed_toes,Animal
Crocodile,3,have_tail,Animal
Crocodile,3,have_long_tail,Animal
Crocodile,3,have_powerful_tail,Animal
Crocodile,3,have_mouth,Animal
Crocodile,3,have_teeth,Animal
Crocodile,3,have_sharp_teeth,Animal
Crocodile,4,have_snout,Animal
Crocodile,4,have_long_snout,Animal
Crocodile,4,have_feet,Animal
Crocodile,4,have_webbed_feet,Animal
Crocodile,4,have_teeth,Animal
Crocodile,4,have_sharp_teeth,Animal
Crocodile,4,are_swimmers,Animal
Crocodile,4,are_good_swimmers,Animal
Crocodile,4,can_stay_submerged_for_long_periods_of_time,Animal
Crocodile,4,can_climb,Animal
Crocodile,4,are_good_climbers,Animal
Crocodile,4,can_be_seen_basking_in_the_sun_on_tree_branches,Animal
Crocodile,5,have_snout,Animal
Crocodile,5,have_long_snout,Animal
Crocodile,5,have_narrow_snout,Animal
Crocodile,5,have_eyes,Animal
Crocodile,5,have_ears,Animal
Crocodile,5,have_nostrils,Animal
Crocodile,5,have_head,Animal
Crocodile,5,have_eyes_ears_nostrils_on_top_of_head,Animal
Crocodile,5,can_see_and_hear_while_body_are_submerged,Animal
Crocodile,5,have_teeth,Animal
Crocodile,5,have_sharp_teeth,Animal
Crocodile,5,have_jaw,Animal
Crocodile,5,have_sharp_jaw,Animal
Crocodile,5,have_skin,Animal
Crocodile,5,have_thick_skin,Animal
Crocodile,5,have_tough_skin,Animal
Crocodile,5,are_covered_in_scales,Animal
Crocodile,5,have_body,Animal
Crocodile,5,have_long_body,Animal
Crocodile,5,are_muscular,Animal
Crocodile,5,have_tail,Animal
Crocodile,5,have_long_tail,Animal
Crocodile,5,have_feet,Animal
Crocodile,5,have_webbed_feet,Animal
Crocodile,5,have_claws,Animal
Crocodile,5,have_sharp_claws,Animal
Chameleon,1,can_change_color,Animal
Chameleon,1,have_tongue,Animal
Chameleon,1,have_long_tongue,Animal
Chameleon,1,have_claws,Animal
Chameleon,2,have_eyesight,Animal
Chameleon,2,have_good_eyesight,Animal
Chameleon,2,can_climb,Animal
Chameleon,2,can_climb_trees,Animal
Chameleon,2,eats_insects,Animal
Chameleon,3,can_swim,Animal
Chameleon,3,are_a_good_swimmer,Animal
Chameleon,3,can_run,Animal
Chameleon,3,can_run_fast,Animal
Chameleon,3,can_jump,Animal
Chameleon,3,can_jump_high,Animal
Chameleon,4,can_camouflage,Animal
Chameleon,4,lives_in_different_climates,Animal
Chameleon,4,can_live_up_to_20_years_in_the_wild,Animal
Chameleon,5,have_tail,Animal
Chameleon,5,have_prehensile_tail,Animal
Chameleon,5,can_grip_onto_things,Animal
Chameleon,5,can_hold_onto_things,Animal
Chameleon,5,can_climb,Animal
Chameleon,5,can_climb_easily,Animal
Chameleon,5,can_climb_trees_easily,Animal
Caiman,1,are_reptile,Animal
Caiman,1,are_native_to_Central_America,Animal
Caiman,1,are_native_to_South_America,Animal
Caiman,1,have_bodies,Animal
Caiman,1,have_short_body,Animal
Caiman,1,have_thick_body,Animal
Caiman,1,have_tail,Animal
Caiman,1,have_long_tail,Animal
Caiman,1,have_scales,Animal
Caiman,1,have_tough_scales,Animal
Caiman,1,have_teeth,Animal
Caiman,1,have_sharp_teeth,Animal
Caiman,1,can_swim,Animal
Caiman,1,are_good_swimmers,Animal
Caiman,1,can_stay_underwater_for_long_periods_of_time,Animal
Caiman,2,have_snout,Animal
Caiman,2,have_long_snout,Animal
Caiman,2,have_teeth,Animal
Caiman,2,have_sharp_teeth,Animal
Caiman,2,have_hide,Animal
Caiman,2,have_scaly_hide,Animal
Caiman,2,can_swim,Animal
Caiman,2,are_a_good_swimmer,Animal
Caiman,2,can_stay_submerged_for_long_periods_of_time,Animal
Caiman,2,lives_in_Central_America,Animal
Caiman,2,lives_in_South_America,Animal
Caiman,3,are_reptile,Animal
Caiman,3,have_skin,Animal
Caiman,3,have_scaly_skin,Animal
Caiman,3,live_in_warm_climates,Animal
Caiman,3,live_near_water,Animal
Caiman,3,have_teeth,Animal
Caiman,3,have_sharp_teeth,Animal
Caiman,3,have_tail,Animal
Caiman,3,have_long_tail,Animal
Caiman,4,have_teeth,Animal
Caiman,4,have_sharp_teeth,Animal
Caiman,4,can_swim,Animal
Caiman,4,are_good_swimmers,Animal
Caiman,4,have_tail,Animal
Caiman,4,have_long_tail,Animal
Caiman,4,have_skin,Animal
Caiman,5,have_teeth,Animal
Caiman,5,have_sharp_teeth,Animal
Caiman,5,have_tail,Animal
Caiman,5,have_long_tail,Animal
Caiman,5,have_skin,Animal
Caiman,5,have_scaly_skin,Animal
Caiman,5,have_feet,Animal
Caiman,5,have_webbed_feet,Animal
Salamander,1,are_an_amphibian,Animal
Salamander,1,are_a_small_amphibian,Animal
Salamander,1,have_tail,Animal
Salamander,1,have_long_tail,Animal
Salamander,1,have_legs,Animal
Salamander,1,have_four_legs,Animal
Salamander,1,have_body,Animal
Salamander,1,have_long_body,Animal
Salamander,1,can_be_a_variety_of_colors,Animal
Salamander,1,are_brown,Animal
Salamander,1,are_green,Animal
Salamander,1,are_black,Animal
Salamander,1,live_in_damp_places,Animal
Salamander,1,live_in_woods,Animal
Salamander,1,live_in_ponds,Animal
Salamander,1,live_in_streams,Animal
Salamander,2,can_breathe_through_skin,Animal
Salamander,2,have_heart,Animal
Salamander,2,have_two-chambered_heart,Animal
Salamander,2,have_eyes,Animal
Salamander,3,have_eye_lids,Animal
Salamander,3,are_born_in_water,Animal
Salamander,3,live_near_water,Animal
Salamander,3,eats_insects,Animal
Salamander,3,eats_worms,Animal
Salamander,3,eats_small_animals,Animal
Salamander,3,can_grow_over_a_foot_long,Animal
Salamander,3,can_be_less_than_an_inch_long,Animal
Salamander,4,can_regenerate_limbs,Animal
Salamander,5,are_cold-blooded,Animal
Dinosaur,1,have_tail,Animal
Dinosaur,1,have_long_tail,Animal
Dinosaur,1,have_claws,Animal
Dinosaur,1,have_sharp_claws,Animal
Dinosaur,1,have_head,Animal
Dinosaur,1,have_big_head,Animal
Dinosaur,2,have_head,Animal
Dinosaur,2,have_tail,Animal
Dinosaur,2,have_arms,Animal
Dinosaur,2,have_two_arms,Animal
Dinosaur,2,have_legs,Animal
Dinosaur,2,have_two_legs,Animal
Dinosaur,3,are_reptiles,Animal
Dinosaur,3,have_skin,Animal
Dinosaur,3,have_scaly_skin,Animal
Dinosaur,3,can_lay_eggs,Animal
Dinosaur,3,have_backbone,Animal
Dinosaur,3,can_breathe_air,Animal
Dinosaur,4,have_neck,Animal
Dinosaur,4,have_long_neck,Animal
Dinosaur,4,have_tail,Animal
Dinosaur,4,have_long_tail,Animal
Dinosaur,4,have_teeth,Animal
Dinosaur,4,have_sharp_teeth,Animal
Dinosaur,5,have_shell,Animal
Dinosaur,5,have_hard_shell,Animal
Dinosaur,5,have_spikes,Animal
Dinosaur,5,have_snout,Animal
Dinosaur,5,have_long_snout,Animal
Hammer,1,are_a_tool,Tool
Hammer,1,are_used_for_striking,Tool
Hammer,1,have_head,Tool
Hammer,1,have_handle,Tool
Hammer,1,are_metal,Tool
Hammer,2,can_be_used_for_pounding_nails,Tool
Hammer,2,can_be_used_as_a_weapon,Tool
Hammer,2,can_be_used_for_breaking_things,Tool
Hammer,3,can_be_used_for_shaping_metal,Tool
Hammer,3,can_be_used_for_crushing_things,Tool
Hammer,3,can_be_used_for_driving_in_screws,Tool
Hammer,4,can_be_used_for_chiseling_wood,Tool
Hammer,4,can_be_used_for_tapping things,Tool
Hammer,4,can_be_used_for_making_holes,Tool
Hammer,5,can_be_used_for_starting_fires,Tool
Hammer,5,can_be_used_for_cleaning_things,Tool
Hammer,5,can_be_used_for_opening_cans,Tool
Screwdriver,1,have_a_handle,Tool
Screwdriver,1,have_a_shaft,Tool
Screwdriver,1,have_a_tip,Tool
Screwdriver,1,have_a_head,Tool
Screwdriver,2,have_a_blade,Tool
Screwdriver,2,have_a_ferrule,Tool
Screwdriver,2,have_a_collar,Tool
Screwdriver,3,have_a_cap,Tool
Screwdriver,3,have_a_Chuck,Tool
Screwdriver,3,have_a_socket,Tool
Screwdriver,4,have_a_ratchet,Tool
Screwdriver,4,have_a_screw,Tool
Screwdriver,4,have_a_washer,Tool
Screwdriver,5,have_a_nut,Tool
Screwdriver,5,have_a_bolt,Tool
Grinding disk,1,are_made_of_abrasive_materials,Tool
Grinding disk,1,made_of_aluminum_oxide,Tool
Grinding disk,1,are_made_of_silicon_carbide,Tool
Grinding disk,1,have_diameter,Tool
Grinding disk,1,are_4.5_inches_in_diameter,Tool
Grinding disk,1,have_thickness,Tool
Grinding disk,1,have_0.045_inches_thickness,Tool
Grinding disk,2,have_shape,Tool
Grinding disk,2,have_circular_shape,Tool
Grinding disk,2,have_cylindrical_shape,Tool
Grinding disk,2,are_made_of_abrasive_materials,Tool
Grinding disk,2,are_made_of_diamond,Tool
Grinding disk,2,are_made_of_aluminum_oxide,Tool
Grinding disk,2,are_made_of_silicon_carbide,Tool
Grinding disk,2,have_a_range_of_different_sizes,Tool
Grinding disk,2,can_be_used_for_various_purposes,Tool
Grinding disk,2,can_be_used_for_grinding,Tool
Grinding disk,2,can_be_used_for_polishing,Tool
Grinding disk,2,can_be_used_for_finishing,Tool
Grinding disk,3,are_abrasive,Tool
Grinding disk,3,have_grit,Tool
Grinding disk,3,have_size,Tool
Grinding disk,3,have_type,Tool
Grinding disk,4,have_shape,Tool
Grinding disk,4,have_circular_shape,Tool
Grinding disk,4,are_made_of_abrasive_material,Tool
Grinding disk,4,have_grinder,Tool
Grinding disk,4,are_mounted_on_a_grinder,Tool
Grinding disk,4,are_used_to_remove_material_from_workpiece,Tool
Grinding disk,5,are_Abrasive,Tool
Grinding disk,5,are_Coated,Tool
Grinding disk,5,are_Dense,Tool
Grinding disk,5,are_Hard,Tool
Grinding disk,5,are_Rigid,Tool
Vacuum,1,have_attachment,Tool
Vacuum,1,have_hose_attachment,Tool
Vacuum,1,have_nozzle,Tool
Vacuum,1,have_bag,Tool
Vacuum,2,can_suck_up_dirt,Tool
Vacuum,2,can_suck_up_dust,Tool
Vacuum,2,can_suck_up_small_particles_from_surfaces,Tool
Vacuum,2,can_be_used_on_surfaces,Tool
Vacuum,2,can_be_used_on_various_surfaces,Tool
Vacuum,2,can_be_used_on_carpets,Tool
Vacuum,2,can_be_used_on_upholstery,Tool
Vacuum,2,can_be_used_on_hard_floors,Tool
Vacuum,2,have_filter,Tool
Vacuum,2,have_HEPA_filter,Tool
Vacuum,2,have_cordless_operation,Tool
Vacuum,2,have_multi-surface_cleaning_ability,Tool
Vacuum,3,can_clean_carpets,Tool
Vacuum,3,can_clean_upholstery,Tool
Vacuum,3,can_clean_floors,Tool
Vacuum,3,can_clean_crevices,Tool
Vacuum,3,have_a_dustbin,Tool
Vacuum,3,have_filter,Tool
Vacuum,4,can_clean_carpets,Tool
Vacuum,4,can_clean_upholstery,Tool
Vacuum,4,can_clean_hard_floors,Tool
Vacuum,4,have_attachments_for_different_surfaces,Tool
Vacuum,4,can_be_cordless,Tool
Vacuum,5,can_clean_carpets,Tool
Vacuum,5,have_dustbin,Tool
Vacuum,5,have_filter,Tool
Vacuum,5,have_different_attachments,Tool
Spanner,1,are_a_tool,Tool
Spanner,1,are_used_to_tighten_a_bolt,Tool
Spanner,1,are_used_to_loosen_a_bolt,Tool
Spanner,2,can_grip_a_bolt,Tool
Spanner,2,can_grip_a_bolt_tightly,Tool
Spanner,2,can_apply_torque_to_a_bolt,Tool
Spanner,2,are_used_to_tighten_a_bolt,Tool
Spanner,2,are_used_to_loosen_a_bolt,Tool
Spanner,3,can_measure_the_torque_applied_to_a_bolt,Tool
Spanner,3,can_work_in_confined_spaces,Tool
Spanner,3,can_grip_bolts,Tool
Spanner,3,can_grip_bolts_of_different_sizes,Tool
Spanner,4,have_different_tips,Tool
Spanner,4,can_grip_different_types_of_bolts,Tool
Spanner,4,have_different_heads,Tool
Spanner,4,can_apply_torque_to_a_bolt,Tool
Spanner,5,have_different_tips,Tool
Spanner,5,can_grip_different_types_of_bolts,Tool
Spanner,5,have_different_heads,Tool
Spanner,5,can_apply_torque_to_a_bolt,Tool
Lawn Mower,1,have_engine,Tool
Lawn Mower,1,have_gasoline_engine,Tool
Lawn Mower,1,have_deck,Tool
Lawn Mower,1,have_blades,Tool
Lawn Mower,1,have_blades_in_deck,Tool
Lawn Mower,1,have_wheels,Tool
Lawn Mower,1,have_a_handle,Tool
Lawn Mower,2,have_a_blade,Tool
Lawn Mower,2,have_disc,Tool
Lawn Mower,2,are_powered_by_gas,Tool
Lawn Mower,2,are_powered_by_electricity,Tool
Lawn Mower,2,are_powered_by_battery,Tool
Lawn Mower,2,have_catcher,Tool
Lawn Mower,2,have_grass_catcher,Tool
Lawn Mower,2,can_mulch,Tool
Lawn Mower,3,have_blade,Tool
Lawn Mower,3,can_cut_grass,Tool
Lawn Mower,3,have_wheels that move it forward,Tool
Lawn Mower,3,have_motor,Tool
Lawn Mower,4,have_self-propulsion,Tool
Lawn Mower,4,have_cutting_height_adjustment,Tool
Lawn Mower,4,have_bag,Tool
Lawn Mower,4,have_grass_collection_bag,Tool
Lawn Mower,4,have_mulching_capabilities,Tool
Lawn Mower,5,are_a_machine,Tool
Lawn Mower,5,can_cut_grass,Tool
Lawn Mower,5,have_blade,Tool
Lawn Mower,5,have_blade_that_spins,Tool
Lawn Mower,5,are_powered_by_gasoline,Tool
Lawn Mower,5,are_powered_by_electricity,Tool
Axe,1,are_a_tool,Tool
Axe,1,have_blade,Tool
Axe,1,have_sharp_blade,Tool
Axe,1,have_handle,Tool
Axe,2,have_blade,Tool
Axe,2,have_sharp_blade,Tool
Axe,2,have_sharp_blade_on_one_side,Tool
