,head,left,right,winner,sampler,score,puid,response_time,network_latency,time_received,loser,left_html,right_html,head_html,winner_html,loser_html,left_filename,right_filename,head_filename,winner_filename,loser_filename,time_received_since_start,datetime_received,start_time,puid_num_responses,num_responses
16,38,60,26,26,Random,-9999.0,4c6f016c7d4a7203,1.9049999713897705,0.1380000114440918,1658780774.035,60,Annoyed,Man,Smart,Man,Annoyed,Annoyed,Man,Smart,Man,Annoyed,338.446320772171,2022-07-25T20:26:14.035000,1658780435.5886793,5,26
17,69,64,58,64,Random,-9999.0,c1e339304d8f3290,2.623999834060669,0.25,1658780774.456,58,Accomplished,Flirty,Engineer,Accomplished,Flirty,Accomplished,Flirty,Engineer,Accomplished,Flirty,338.8673207759857,2022-07-25T20:26:14.456000,1658780435.5886793,4,27
18,57,7,6,7,Random,-9999.0,9cdc64c34a376878,2.799999952316284,0.247999906539917,1658780776.747,6,Cooking,Shopping,Good,Cooking,Shopping,Cooking,Shopping,Good,Cooking,Shopping,341.1583206653595,2022-07-25T20:26:16.747000,1658780435.5886793,4,29
19,63,76,50,50,Random,-9999.0,4c6f016c7d4a7203,2.502000093460083,0.3229999542236328,1658780776.78,76,Beautiful,Sad,Curious,Sad,Beautiful,Beautiful,Sad,Curious,Sad,Beautiful,341.1913206577301,2022-07-25T20:26:16.780000,1658780435.5886793,6,30
20,18,19,0,19,Validation,1.0,c1e339304d8f3290,2.088000059127808,0.2899999618530273,1658780776.825,0,Weak,Driving,Jealous,Weak,Driving,Weak,Driving,Jealous,Weak,Driving,341.23632073402405,2022-07-25T20:26:16.825000,1658780435.5886793,5,31
21,14,12,75,75,Random,-9999.0,fe45e6534c29bb04,6.496999979019165,0.1909999847412109,1658780777.698,12,Baby,Pilot,Urban,Pilot,Baby,Baby,Pilot,Urban,Pilot,Baby,342.109320640564,2022-07-25T20:26:17.698000,1658780435.5886793,5,32
22,7,15,0,0,Validation,2.0,4c6f016c7d4a7203,1.920000076293945,0.2559998035430908,1658780779.019,15,Rural,Driving,Cooking,Driving,Rural,Rural,Driving,Cooking,Driving,Rural,343.4303207397461,2022-07-25T20:26:19.019000,1658780435.5886793,7,34
23,25,50,33,50,Random,-9999.0,9cdc64c34a376878,2.4060001373291016,0.25,1658780779.41,33,Sad,Immigrant,Dropout,Sad,Immigrant,Sad,Immigrant,Dropout,Sad,Immigrant,343.821320772171,2022-07-25T20:26:19.410000,1658780435.5886793,5,35
24,24,99,10,10,Random,-9999.0,fe45e6534c29bb04,5.27899980545044,0.1850001811981201,1658780783.167,99,Drunk,Yoga,College,Yoga,Drunk,Drunk,Yoga,College,Yoga,Drunk,347.57832074165344,2022-07-25T20:26:23.167000,1658780435.5886793,6,37
25,92,25,31,31,Random,-9999.0,9cdc64c34a376878,4.06000018119812,0.247999906539917,1658780783.715,25,Dropout,Homeowner,Muslim,Homeowner,Dropout,Dropout,Homeowner,Muslim,Homeowner,Dropout,348.12632060050964,2022-07-25T20:26:23.715000,1658780435.5886793,6,38
26,29,40,69,69,Random,-9999.0,4c6f016c7d4a7203,5.8429999351501465,0.309000015258789,1658780785.105,40,Logical,Engineer,Citizen,Engineer,Logical,Logical,Engineer,Citizen,Engineer,Logical,349.5163207054138,2022-07-25T20:26:25.105000,1658780435.5886793,8,40
27,36,45,52,45,Random,-9999.0,4c6f016c7d4a7203,0.1770000457763672,0.1370000839233398,1658780785.756,52,Passive,Optimistic,Wealthy,Passive,Optimistic,Passive,Optimistic,Wealthy,Passive,Optimistic,350.167320728302,2022-07-25T20:26:25.756000,1658780435.5886793,9,41
28,37,49,28,49,Random,-9999.0,473f448cb2ab2122,39.00799989700317,0.2929999828338623,1658780785.824,28,Pessimistic,Cis,Dumb,Pessimistic,Cis,Pessimistic,Cis,Dumb,Pessimistic,Cis,350.2353205680847,2022-07-25T20:26:25.824000,1658780435.5886793,3,42
29,4,7,56,56,Random,-9999.0,4c6f016c7d4a7203,0.121999979019165,0.1389999389648437,1658780786.017,7,Cooking,Happy,Woodworking,Happy,Cooking,Cooking,Happy,Woodworking,Happy,Cooking,350.428320646286,2022-07-25T20:26:26.017000,1658780435.5886793,10,43
30,17,47,70,70,Random,-9999.0,4c6f016c7d4a7203,0.2079999446868896,0.1389999389648437,1658780786.358,47,Lonely,Student,Angry,Student,Lonely,Lonely,Student,Angry,Student,Lonely,350.76932072639465,2022-07-25T20:26:26.358000,1658780435.5886793,11,44
31,85,61,29,29,Random,-9999.0,fe45e6534c29bb04,3.1519999504089355,0.2060000896453857,1658780786.546,61,Dirty,Citizen,Socialist,Citizen,Dirty,Dirty,Citizen,Socialist,Citizen,Dirty,350.95732069015503,2022-07-25T20:26:26.546000,1658780435.5886793,7,45
32,83,47,39,47,Random,-9999.0,9cdc64c34a376878,2.703000068664551,0.244999885559082,1658780786.664,39,Lonely,Street-smart,Conservative,Lonely,Street-smart,Lonely,Street-smart,Conservative,Lonely,Street-smart,351.0753207206726,2022-07-25T20:26:26.664000,1658780435.5886793,7,46
33,11,69,71,71,Random,-9999.0,4c6f016c7d4a7203,0.3349997997283935,0.1320002079010009,1658780786.828,69,Engineer,Soldier,Chess,Soldier,Engineer,Engineer,Soldier,Chess,Soldier,Engineer,351.2393207550049,2022-07-25T20:26:26.828000,1658780435.5886793,12,47
34,95,40,48,40,Random,-9999.0,4c6f016c7d4a7203,0.1369998455047607,0.1300001144409179,1658780787.347,48,Logical,Sympathetic,Heterosexual,Logical,Sympathetic,Logical,Sympathetic,Heterosexual,Logical,Sympathetic,351.75832056999207,2022-07-25T20:26:27.347000,1658780435.5886793,13,48
35,12,42,101,42,Random,-9999.0,4c6f016c7d4a7203,0.2809998989105224,0.1380000114440918,1658780787.761,101,Crazy,Loser,Baby,Crazy,Loser,Crazy,Loser,Baby,Crazy,Loser,352.17232060432434,2022-07-25T20:26:27.761000,1658780435.5886793,14,50
36,37,27,84,84,Random,-9999.0,4c6f016c7d4a7203,0.2880001068115234,0.1389999389648437,1658780788.194,27,Woman,Fascist,Dumb,Fascist,Woman,Woman,Fascist,Dumb,Fascist,Woman,352.6053206920624,2022-07-25T20:26:28.194000,1658780435.5886793,15,51
37,0,88,92,92,Random,-9999.0,4c6f016c7d4a7203,0.122999906539917,0.1280000209808349,1658780788.676,88,African American,Muslim,Driving,Muslim,African American,African American,Muslim,Driving,Muslim,African American,353.08732080459595,2022-07-25T20:26:28.676000,1658780435.5886793,16,52
38,96,68,99,99,Random,-9999.0,4c6f016c7d4a7203,0.116999864578247,0.1370000839233398,1658780788.928,68,Doctor,Drunk,Bisexual,Drunk,Doctor,Doctor,Drunk,Bisexual,Drunk,Doctor,353.33932065963745,2022-07-25T20:26:28.928000,1658780435.5886793,17,53
39,93,37,96,96,Random,-9999.0,fe45e6534c29bb04,2.509000062942505,0.2200000286102295,1658780789.253,37,Dumb,Bisexual,Gay,Bisexual,Dumb,Dumb,Bisexual,Gay,Bisexual,Dumb,353.6643207073212,2022-07-25T20:26:29.253000,1658780435.5886793,8,54
40,71,99,36,99,Random,-9999.0,4c6f016c7d4a7203,0.4890000820159912,0.1340000629425048,1658780789.55,36,Drunk,Wealthy,Soldier,Drunk,Wealthy,Drunk,Wealthy,Soldier,Drunk,Wealthy,353.9613206386566,2022-07-25T20:26:29.550000,1658780435.5886793,18,55
41,81,66,24,24,Random,-9999.0,c1e339304d8f3290,12.68999981880188,0.2850000858306885,1658780789.775,66,Nurse,College,Democrat,College,Nurse,Nurse,College,Democrat,College,Nurse,354.18632078170776,2022-07-25T20:26:29.775000,1658780435.5886793,6,57
42,48,43,99,43,Random,-9999.0,4c6f016c7d4a7203,0.4239997863769531,0.1350002288818359,1658780790.108,99,Anxious,Drunk,Sympathetic,Anxious,Drunk,Anxious,Drunk,Sympathetic,Anxious,Drunk,354.51932072639465,2022-07-25T20:26:30.108000,1658780435.5886793,19,58
43,16,56,54,54,Random,-9999.0,4c6f016c7d4a7203,0.2839999198913574,0.1289999485015869,1658780790.816,56,Happy,Naughty,Confident,Naughty,Happy,Happy,Naughty,Confident,Naughty,Happy,355.22732067108154,2022-07-25T20:26:30.816000,1658780435.5886793,20,59
44,9,44,3,3,Random,-9999.0,9cdc64c34a376878,4.066999912261963,0.2400000095367431,1658780790.973,44,Aggressive,Karate,Weightlifting,Karate,Aggressive,Aggressive,Karate,Weightlifting,Karate,Aggressive,355.3843207359314,2022-07-25T20:26:30.973000,1658780435.5886793,8,60
45,100,33,89,33,Random,-9999.0,473f448cb2ab2122,5.028000116348267,0.2149999141693115,1658780791.062,89,Immigrant,American Indian,Winner,Immigrant,American Indian,Immigrant,American Indian,Winner,Immigrant,American Indian,355.47332072258,2022-07-25T20:26:31.062000,1658780435.5886793,4,61
46,20,3,0,3,Validation,5.0,4c6f016c7d4a7203,0.1740000247955322,0.1310000419616699,1658780791.413,0,Karate,Driving,Strong,Karate,Driving,Karate,Driving,Strong,Karate,Driving,355.82432079315186,2022-07-25T20:26:31.413000,1658780435.5886793,21,62
47,9,41,84,41,Random,-9999.0,4c6f016c7d4a7203,0.1559998989105224,0.1480000019073486,1658780791.712,84,Sane,Fascist,Weightlifting,Sane,Fascist,Sane,Fascist,Weightlifting,Sane,Fascist,356.1233205795288,2022-07-25T20:26:31.712000,1658780435.5886793,22,63
48,72,38,71,38,Random,-9999.0,4c6f016c7d4a7203,0.1459999084472656,0.1370000839233398,1658780792.136,71,Smart,Soldier,Scientist,Smart,Soldier,Smart,Soldier,Scientist,Smart,Soldier,356.54732060432434,2022-07-25T20:26:32.136000,1658780435.5886793,23,64
49,75,72,2,2,Random,-9999.0,4c6f016c7d4a7203,0.1159999370574951,0.2710001468658447,1658780792.384,72,Scientist,Knitting,Pilot,Knitting,Scientist,Scientist,Knitting,Pilot,Knitting,Scientist,356.79532074928284,2022-07-25T20:26:32.384000,1658780435.5886793,24,65
50,25,68,57,68,Random,-9999.0,4c6f016c7d4a7203,0.0799999237060546,0.1380000114440918,1658780792.597,57,Doctor,Good,Dropout,Doctor,Good,Doctor,Good,Dropout,Doctor,Good,357.00832056999207,2022-07-25T20:26:32.597000,1658780435.5886793,25,66
51,71,31,6,31,Random,-9999.0,4c6f016c7d4a7203,0.1589999198913574,0.1330001354217529,1658780792.889,6,Homeowner,Shopping,Soldier,Homeowner,Shopping,Homeowner,Shopping,Soldier,Homeowner,Shopping,357.3003206253052,2022-07-25T20:26:32.889000,1658780435.5886793,26,67
52,6,0,18,0,Validation,4.0,c1e339304d8f3290,2.886000156402588,0.2409999370574951,1658780792.893,18,Driving,Jealous,Shopping,Driving,Jealous,Driving,Jealous,Shopping,Driving,Jealous,357.3043205738068,2022-07-25T20:26:32.893000,1658780435.5886793,7,68
53,90,13,0,13,Random,-9999.0,4c6f016c7d4a7203,0.1640000343322754,0.1359999179840088,1658780793.19,0,Adult,Driving,Asian,Adult,Driving,Adult,Driving,Asian,Adult,Driving,357.6013207435608,2022-07-25T20:26:33.190000,1658780435.5886793,27,69
54,21,4,51,4,Random,-9999.0,4c6f016c7d4a7203,0.1200001239776611,0.1329998970031738,1658780793.441,51,Woodworking,Peaceful,Lazy,Woodworking,Peaceful,Woodworking,Peaceful,Lazy,Woodworking,Peaceful,357.85232067108154,2022-07-25T20:26:33.441000,1658780435.5886793,28,70
55,58,61,98,61,Random,-9999.0,fe45e6534c29bb04,4.115000009536743,0.2039999961853027,1658780793.563,98,Dirty,Vaccinated,Flirty,Dirty,Vaccinated,Dirty,Vaccinated,Flirty,Dirty,Vaccinated,357.9743206501007,2022-07-25T20:26:33.563000,1658780435.5886793,9,71
56,44,48,41,48,Random,-9999.0,4c6f016c7d4a7203,0.2530000209808349,0.1329998970031738,1658780793.829,41,Sympathetic,Sane,Aggressive,Sympathetic,Sane,Sympathetic,Sane,Aggressive,Sympathetic,Sane,358.24032068252563,2022-07-25T20:26:33.829000,1658780435.5886793,29,72
57,96,37,38,37,Random,-9999.0,4c6f016c7d4a7203,0.2280001640319824,0.1299998760223388,1658780794.495,38,Dumb,Smart,Bisexual,Dumb,Smart,Dumb,Smart,Bisexual,Dumb,Smart,358.9063205718994,2022-07-25T20:26:34.495000,1658780435.5886793,30,73
58,8,73,85,85,Random,-9999.0,4c6f016c7d4a7203,0.5559999942779541,0.129000186920166,1658780795.508,73,Professor,Socialist,Robotics,Socialist,Professor,Professor,Socialist,Robotics,Socialist,Professor,359.9193205833435,2022-07-25T20:26:35.508000,1658780435.5886793,31,74
59,62,65,60,60,Random,-9999.0,fe45e6534c29bb04,2.322000026702881,0.1909999847412109,1658780796.071,65,Calm,Annoyed,Cynical,Annoyed,Calm,Calm,Annoyed,Cynical,Annoyed,Calm,360.48232078552246,2022-07-25T20:26:36.071000,1658780435.5886793,10,75
60,56,88,9,9,Random,-9999.0,cfdc352c2036374d,7.7250001430511475,0.1610000133514404,1658780796.075,88,African American,Weightlifting,Happy,Weightlifting,African American,African American,Weightlifting,Happy,Weightlifting,African American,360.4863207340241,2022-07-25T20:26:36.075000,1658780435.5886793,1,76
61,38,12,55,55,Random,-9999.0,473f448cb2ab2122,4.799000024795532,0.2079999446868896,1658780796.074,12,Baby,Moody,Smart,Moody,Baby,Baby,Moody,Smart,Moody,Baby,360.4853205680847,2022-07-25T20:26:36.074000,1658780435.5886793,5,77
62,54,12,61,12,Random,-9999.0,4c6f016c7d4a7203,0.2239999771118164,0.125,1658780796.193,61,Baby,Dirty,Naughty,Baby,Dirty,Baby,Dirty,Naughty,Baby,Dirty,360.6043207645416,2022-07-25T20:26:36.193000,1658780435.5886793,32,78
63,19,51,74,51,Random,-9999.0,c1e339304d8f3290,3.276000022888184,0.2360000610351562,1658780796.448,74,Peaceful,Flight attendant,Weak,Peaceful,Flight attendant,Peaceful,Flight attendant,Weak,Peaceful,Flight attendant,360.859320640564,2022-07-25T20:26:36.448000,1658780435.5886793,8,79
64,12,77,72,72,Random,-9999.0,4c6f016c7d4a7203,0.2360000610351562,0.1299998760223388,1658780796.877,77,Ugly,Scientist,Baby,Scientist,Ugly,Ugly,Scientist,Baby,Scientist,Ugly,361.2883207798004,2022-07-25T20:26:36.877000,1658780435.5886793,33,80
65,24,0,7,0,Validation,8.0,4c6f016c7d4a7203,0.1980001926422119,0.1279997825622558,1658780797.513,7,Driving,Cooking,College,Driving,Cooking,Driving,Cooking,College,Driving,Cooking,361.9243206977844,2022-07-25T20:26:37.513000,1658780435.5886793,34,81
66,1,72,2,2,Random,-9999.0,cfdc352c2036374d,2.624000072479248,0.1640000343322754,1658780798.852,72,Scientist,Knitting,Fashion,Knitting,Scientist,Scientist,Knitting,Fashion,Knitting,Scientist,363.263320684433,2022-07-25T20:26:38.852000,1658780435.5886793,2,82
67,45,72,25,72,Random,-9999.0,fe45e6534c29bb04,3.0180001258850098,0.1889998912811279,1658780799.275,25,Scientist,Dropout,Passive,Scientist,Dropout,Scientist,Dropout,Passive,Scientist,Dropout,363.68632078170776,2022-07-25T20:26:39.275000,1658780435.5886793,11,83
68,83,89,97,89,Random,-9999.0,9cdc64c34a376878,8.407000064849854,0.2409999370574951,1658780799.622,97,American Indian,Queer,Conservative,American Indian,Queer,American Indian,Queer,Conservative,American Indian,Queer,364.0333206653595,2022-07-25T20:26:39.622000,1658780435.5886793,9,84
69,59,80,7,80,Random,-9999.0,c1e339304d8f3290,2.940000057220459,0.2790000438690185,1658780799.628,7,Republican,Cooking,Energetic,Republican,Cooking,Republican,Cooking,Energetic,Republican,Cooking,364.0393207073212,2022-07-25T20:26:39.628000,1658780435.5886793,9,85
70,62,51,24,24,Random,-9999.0,4c6f016c7d4a7203,3.247999906539917,0.1359999179840088,1658780801.018,51,Peaceful,College,Cynical,College,Peaceful,Peaceful,College,Cynical,College,Peaceful,365.4293205738068,2022-07-25T20:26:41.018000,1658780435.5886793,35,86
71,28,0,21,0,Validation,9.0,cfdc352c2036374d,2.807999849319458,0.1590001583099365,1658780801.843,21,Driving,Lazy,Cis,Driving,Lazy,Driving,Lazy,Cis,Driving,Lazy,366.2543206214905,2022-07-25T20:26:41.843000,1658780435.5886793,3,87
72,12,100,14,14,Random,-9999.0,fe45e6534c29bb04,3.0279998779296875,0.2039999961853027,1658780802.501,100,Winner,Urban,Baby,Urban,Winner,Winner,Urban,Baby,Urban,Winner,366.9123206138611,2022-07-25T20:26:42.501000,1658780435.5886793,12,88
73,21,5,0,0,Validation,10.0,4c6f016c7d4a7203,2.7089998722076416,0.2550001144409179,1658780803.987,5,Reading,Driving,Lazy,Driving,Reading,Reading,Driving,Lazy,Driving,Reading,368.3983206748962,2022-07-25T20:26:43.987000,1658780435.5886793,36,89
74,77,0,42,42,Random,-9999.0,9cdc64c34a376878,4.273000001907349,0.2430000305175781,1658780804.129,0,Driving,Crazy,Ugly,Crazy,Driving,Driving,Crazy,Ugly,Crazy,Driving,368.5403206348419,2022-07-25T20:26:44.129000,1658780435.5886793,10,90
75,51,61,66,61,Random,-9999.0,c1e339304d8f3290,4.74399995803833,0.2390000820159912,1658780804.607,66,Dirty,Nurse,Peaceful,Dirty,Nurse,Dirty,Nurse,Peaceful,Dirty,Nurse,369.0183207988739,2022-07-25T20:26:44.607000,1658780435.5886793,10,91
76,96,8,45,45,Random,-9999.0,cfdc352c2036374d,3.2079999446868896,0.1719999313354492,1658780805.197,8,Robotics,Passive,Bisexual,Passive,Robotics,Robotics,Passive,Bisexual,Passive,Robotics,369.6083207130432,2022-07-25T20:26:45.197000,1658780435.5886793,4,92
77,17,66,37,37,Random,-9999.0,4c6f016c7d4a7203,1.4260001182556152,0.2560000419616699,1658780805.543,66,Nurse,Dumb,Angry,Dumb,Nurse,Nurse,Dumb,Angry,Dumb,Nurse,369.9543206691742,2022-07-25T20:26:45.543000,1658780435.5886793,37,93
78,51,78,1,78,Random,-9999.0,fe45e6534c29bb04,3.0309998989105225,0.1930000782012939,1658780805.734,1,Healthy,Fashion,Peaceful,Healthy,Fashion,Healthy,Fashion,Peaceful,Healthy,Fashion,370.1453206539154,2022-07-25T20:26:45.734000,1658780435.5886793,13,94
79,20,17,0,0,Validation,11.0,4c6f016c7d4a7203,0.9089999198913574,0.1380000114440918,1658780806.592,17,Angry,Driving,Strong,Driving,Angry,Angry,Driving,Strong,Driving,Angry,371.0033206939697,2022-07-25T20:26:46.592000,1658780435.5886793,38,95
80,28,68,60,60,Random,-9999.0,4c6f016c7d4a7203,0.3839998245239258,0.1380000114440918,1658780807.109,68,Doctor,Annoyed,Cis,Annoyed,Doctor,Doctor,Annoyed,Cis,Annoyed,Doctor,371.5203206539154,2022-07-25T20:26:47.109000,1658780435.5886793,39,96
81,97,48,22,22,Random,-9999.0,4c6f016c7d4a7203,0.252000093460083,0.1410000324249267,1658780807.51,48,Sympathetic,Hard-working,Queer,Hard-working,Sympathetic,Sympathetic,Hard-working,Queer,Hard-working,Sympathetic,371.9213206768036,2022-07-25T20:26:47.510000,1658780435.5886793,40,97
82,47,81,34,34,Random,-9999.0,c1e339304d8f3290,2.8299999237060547,0.2400000095367431,1658780807.684,81,Democrat,Poor,Lonely,Poor,Democrat,Democrat,Poor,Lonely,Poor,Democrat,372.0953207015991,2022-07-25T20:26:47.684000,1658780435.5886793,11,98
83,84,89,63,89,Random,-9999.0,473f448cb2ab2122,11.61899995803833,0.2160000801086425,1658780807.9,63,American Indian,Curious,Fascist,American Indian,Curious,American Indian,Curious,Fascist,American Indian,Curious,372.31132078170776,2022-07-25T20:26:47.900000,1658780435.5886793,6,99
84,82,65,56,65,Random,-9999.0,cfdc352c2036374d,2.546999931335449,0.1560001373291015,1658780807.905,56,Calm,Happy,Liberal,Calm,Happy,Calm,Happy,Liberal,Calm,Happy,372.3163206577301,2022-07-25T20:26:47.905000,1658780435.5886793,5,100
85,33,35,81,35,Random,-9999.0,4c6f016c7d4a7203,0.383000135421753,0.1319999694824218,1658780808.363,81,Middleーclass,Democrat,Immigrant,Middleーclass,Democrat,Middleーclass,Democrat,Immigrant,Middleーclass,Democrat,372.774320602417,2022-07-25T20:26:48.363000,1658780435.5886793,41,101
86,92,18,82,18,Random,-9999.0,9cdc64c34a376878,4.101999998092651,0.2559998035430908,1658780808.493,82,Jealous,Liberal,Muslim,Jealous,Liberal,Jealous,Liberal,Muslim,Jealous,Liberal,372.9043207168579,2022-07-25T20:26:48.493000,1658780435.5886793,11,102
87,62,71,73,71,Random,-9999.0,fe45e6534c29bb04,3.050999879837036,0.1830000877380371,1658780808.974,73,Soldier,Professor,Cynical,Soldier,Professor,Soldier,Professor,Cynical,Soldier,Professor,373.38532066345215,2022-07-25T20:26:48.974000,1658780435.5886793,14,103
88,87,95,25,95,Random,-9999.0,4c6f016c7d4a7203,0.19100022315979,0.1319999694824218,1658780809.019,25,Heterosexual,Dropout,Caucasian,Heterosexual,Dropout,Heterosexual,Dropout,Caucasian,Heterosexual,Dropout,373.4303207397461,2022-07-25T20:26:49.019000,1658780435.5886793,42,104
89,19,46,79,46,Random,-9999.0,4c6f016c7d4a7203,0.3080000877380371,0.1429998874664306,1658780809.472,79,Social,Unhealthy,Weak,Social,Unhealthy,Social,Unhealthy,Weak,Social,Unhealthy,373.88332056999207,2022-07-25T20:26:49.472000,1658780435.5886793,43,105
90,94,96,0,96,Random,-9999.0,c1e339304d8f3290,2.08899998664856,0.2750000953674316,1658780810.04,0,Bisexual,Driving,Lesbian,Bisexual,Driving,Bisexual,Driving,Lesbian,Bisexual,Driving,374.45132064819336,2022-07-25T20:26:50.040000,1658780435.5886793,12,106
91,86,52,75,52,Random,-9999.0,4c6f016c7d4a7203,0.1660001277923584,0.1349999904632568,1658780810.105,75,Optimistic,Pilot,Hispanic,Optimistic,Pilot,Optimistic,Pilot,Hispanic,Optimistic,Pilot,374.5163207054138,2022-07-25T20:26:50.105000,1658780435.5886793,44,107
92,49,41,14,41,Random,-9999.0,4c6f016c7d4a7203,0.1710000038146973,0.1399998664855957,1658780810.416,14,Sane,Urban,Pessimistic,Sane,Urban,Sane,Urban,Pessimistic,Sane,Urban,374.8273205757141,2022-07-25T20:26:50.416000,1658780435.5886793,45,108
93,1,0,4,4,Validation,12.0,cfdc352c2036374d,2.565999984741211,0.1559998989105224,1658780810.627,0,Driving,Woodworking,Fashion,Woodworking,Driving,Driving,Woodworking,Fashion,Woodworking,Driving,375.0383207798004,2022-07-25T20:26:50.627000,1658780435.5886793,6,109
94,91,64,9,64,Random,-9999.0,4c6f016c7d4a7203,0.2079999446868896,0.1389999389648437,1658780810.763,9,Accomplished,Weightlifting,Christian,Accomplished,Weightlifting,Accomplished,Weightlifting,Christian,Accomplished,Weightlifting,375.1743206977844,2022-07-25T20:26:50.763000,1658780435.5886793,46,110
95,94,0,76,76,Random,-9999.0,4c6f016c7d4a7203,0.1309998035430908,0.127000093460083,1658780811.324,0,Driving,Beautiful,Lesbian,Beautiful,Driving,Driving,Beautiful,Lesbian,Beautiful,Driving,375.7353205680847,2022-07-25T20:26:51.324000,1658780435.5886793,47,111
