subjectID,concept_1,concept_2,response_clean,pair_set
k1zxdp69ly,alligator,hammer,0,"('alligator', 'hammer')"
oetk65eov3,alligator,hammer,0,"('alligator', 'hammer')"
7wjajxhlft,alligator,hammer,0,"('alligator', 'hammer')"
49qbegbyj2,alligator,hammer,2,"('alligator', 'hammer')"
oetk65eov3,alligator,knife,0,"('alligator', 'knife')"
fg4vb7ldf9,alligator,knife,1,"('alligator', 'knife')"
vlfvz9pzpp,alligator,knife,2,"('alligator', 'knife')"
vlfvz9pzpp,alligator,knife,1,"('alligator', 'knife')"
vlfvz9pzpp,alligator,lawn mower,2,"('alligator', 'lawn mower')"
7g1fal9av9,alligator,lawn mower,3,"('alligator', 'lawn mower')"
7g1fal9av9,alligator,lawn mower,3,"('alligator', 'lawn mower')"
7g1fal9av9,alligator,lawn mower,3,"('alligator', 'lawn mower')"
k1zxdp69ly,alligator,lizard,6,"('alligator', 'lizard')"
k1zxdp69ly,alligator,lizard,6,"('alligator', 'lizard')"
oetk65eov3,alligator,lizard,5,"('alligator', 'lizard')"
d44f8n2x63,alligator,lizard,2,"('alligator', 'lizard')"
d44f8n2x63,alligator,lizard,1,"('alligator', 'lizard')"
d44f8n2x63,alligator,lizard,1,"('alligator', 'lizard')"
t0sc9xo37h,alligator,lizard,5,"('alligator', 'lizard')"
u0t1xkrr0k,alligator,lizard,6,"('alligator', 'lizard')"
u0t1xkrr0k,alligator,lizard,5,"('alligator', 'lizard')"
49qbegbyj2,alligator,lizard,2,"('alligator', 'lizard')"
7g1fal9av9,alligator,lizard,4,"('alligator', 'lizard')"
9c3uokgnkc,alligator,nail,1,"('alligator', 'nail')"
9c3uokgnkc,alligator,nail,1,"('alligator', 'nail')"
u0t1xkrr0k,alligator,nail,0,"('alligator', 'nail')"
u0t1xkrr0k,alligator,nail,0,"('alligator', 'nail')"
7wjajxhlft,alligator,nail,0,"('alligator', 'nail')"
fg4vb7ldf9,alligator,nail,0,"('alligator', 'nail')"
fg4vb7ldf9,alligator,nail,0,"('alligator', 'nail')"
9c3uokgnkc,alligator,oilcan,0,"('alligator', 'oilcan')"
9c3uokgnkc,alligator,oilcan,0,"('alligator', 'oilcan')"
7wjajxhlft,alligator,oilcan,0,"('alligator', 'oilcan')"
49qbegbyj2,alligator,oilcan,0,"('alligator', 'oilcan')"
7g1fal9av9,alligator,oilcan,0,"('alligator', 'oilcan')"
oetk65eov3,alligator,paintbrush,0,"('alligator', 'paintbrush')"
oetk65eov3,alligator,paintbrush,0,"('alligator', 'paintbrush')"
7wjajxhlft,alligator,paintbrush,0,"('alligator', 'paintbrush')"
fg4vb7ldf9,alligator,paintbrush,0,"('alligator', 'paintbrush')"
oetk65eov3,alligator,salamander,5,"('alligator', 'salamander')"
oetk65eov3,alligator,salamander,4,"('alligator', 'salamander')"
d44f8n2x63,alligator,salamander,4,"('alligator', 'salamander')"
d44f8n2x63,alligator,salamander,4,"('alligator', 'salamander')"
t0sc9xo37h,alligator,salamander,4,"('alligator', 'salamander')"
fg4vb7ldf9,alligator,salamander,4,"('alligator', 'salamander')"
fg4vb7ldf9,alligator,salamander,4,"('alligator', 'salamander')"
49qbegbyj2,alligator,salamander,4,"('alligator', 'salamander')"
9c3uokgnkc,alligator,saw,1,"('alligator', 'saw')"
oetk65eov3,alligator,saw,0,"('alligator', 'saw')"
t0sc9xo37h,alligator,saw,0,"('alligator', 'saw')"
7wjajxhlft,alligator,saw,0,"('alligator', 'saw')"
7wjajxhlft,alligator,saw,0,"('alligator', 'saw')"
7g1fal9av9,alligator,saw,3,"('alligator', 'saw')"
7g1fal9av9,alligator,saw,3,"('alligator', 'saw')"
oetk65eov3,alligator,screwdriver,0,"('alligator', 'screwdriver')"
d44f8n2x63,alligator,screwdriver,0,"('alligator', 'screwdriver')"
t0sc9xo37h,alligator,screwdriver,0,"('alligator', 'screwdriver')"
fg4vb7ldf9,alligator,screwdriver,0,"('alligator', 'screwdriver')"
vlfvz9pzpp,alligator,screwdriver,0,"('alligator', 'screwdriver')"
vlfvz9pzpp,alligator,screwdriver,1,"('alligator', 'screwdriver')"
7g1fal9av9,alligator,screwdriver,3,"('alligator', 'screwdriver')"
9c3uokgnkc,alligator,shovel,0,"('alligator', 'shovel')"
k1zxdp69ly,alligator,shovel,0,"('alligator', 'shovel')"
k1zxdp69ly,alligator,shovel,0,"('alligator', 'shovel')"
u0t1xkrr0k,alligator,shovel,0,"('alligator', 'shovel')"
oetk65eov3,alligator,snake,4,"('alligator', 'snake')"
d44f8n2x63,alligator,snake,2,"('alligator', 'snake')"
d44f8n2x63,alligator,snake,1,"('alligator', 'snake')"
d44f8n2x63,alligator,snake,1,"('alligator', 'snake')"
t0sc9xo37h,alligator,snake,2,"('alligator', 'snake')"
fg4vb7ldf9,alligator,snake,4,"('alligator', 'snake')"
d44f8n2x63,alligator,spanner,0,"('alligator', 'spanner')"
d44f8n2x63,alligator,spanner,0,"('alligator', 'spanner')"
u0t1xkrr0k,alligator,spanner,0,"('alligator', 'spanner')"
u0t1xkrr0k,alligator,spanner,0,"('alligator', 'spanner')"
49qbegbyj2,alligator,spanner,2,"('alligator', 'spanner')"
u0t1xkrr0k,alligator,toad,4,"('alligator', 'toad')"
vlfvz9pzpp,alligator,toad,4,"('alligator', 'toad')"
vlfvz9pzpp,alligator,toad,4,"('alligator', 'toad')"
49qbegbyj2,alligator,toad,4,"('alligator', 'toad')"
7g1fal9av9,alligator,toad,2,"('alligator', 'toad')"
oetk65eov3,alligator,tortoise,4,"('alligator', 'tortoise')"
fg4vb7ldf9,alligator,tortoise,4,"('alligator', 'tortoise')"
49qbegbyj2,alligator,tortoise,4,"('alligator', 'tortoise')"
49qbegbyj2,alligator,tortoise,4,"('alligator', 'tortoise')"
49qbegbyj2,alligator,turtle,4,"('alligator', 'turtle')"
9c3uokgnkc,alligator,vacuum cleaner,0,"('alligator', 'vacuum cleaner')"
t0sc9xo37h,alligator,vacuum cleaner,0,"('alligator', 'vacuum cleaner')"
vlfvz9pzpp,alligator,vacuum cleaner,0,"('alligator', 'vacuum cleaner')"
7g1fal9av9,alligator,vacuum cleaner,3,"('alligator', 'vacuum cleaner')"
oetk65eov3,anvil,alligator,0,"('anvil', 'alligator')"
49qbegbyj2,anvil,alligator,2,"('anvil', 'alligator')"
9c3uokgnkc,anvil,axe,4,"('anvil', 'axe')"
k1zxdp69ly,anvil,axe,5,"('anvil', 'axe')"
oetk65eov3,anvil,axe,3,"('anvil', 'axe')"
t0sc9xo37h,anvil,axe,2,"('anvil', 'axe')"
7wjajxhlft,anvil,axe,0,"('anvil', 'axe')"
7wjajxhlft,anvil,axe,0,"('anvil', 'axe')"
fg4vb7ldf9,anvil,axe,2,"('anvil', 'axe')"
7g1fal9av9,anvil,axe,3,"('anvil', 'axe')"
oetk65eov3,anvil,blindworm,0,"('anvil', 'blindworm')"
oetk65eov3,anvil,blindworm,0,"('anvil', 'blindworm')"
t0sc9xo37h,anvil,blindworm,0,"('anvil', 'blindworm')"
7wjajxhlft,anvil,blindworm,1,"('anvil', 'blindworm')"
vlfvz9pzpp,anvil,blindworm,3,"('anvil', 'blindworm')"
9c3uokgnkc,anvil,boa,0,"('anvil', 'boa')"
k1zxdp69ly,anvil,boa,0,"('anvil', 'boa')"
t0sc9xo37h,anvil,boa,0,"('anvil', 'boa')"
9c3uokgnkc,anvil,caiman,0,"('anvil', 'caiman')"
9c3uokgnkc,anvil,caiman,1,"('anvil', 'caiman')"
t0sc9xo37h,anvil,caiman,0,"('anvil', 'caiman')"
u0t1xkrr0k,anvil,caiman,0,"('anvil', 'caiman')"
9c3uokgnkc,anvil,chameleon,0,"('anvil', 'chameleon')"
oetk65eov3,anvil,chameleon,0,"('anvil', 'chameleon')"
oetk65eov3,anvil,chameleon,0,"('anvil', 'chameleon')"
oetk65eov3,anvil,chameleon,0,"('anvil', 'chameleon')"
7wjajxhlft,anvil,chameleon,0,"('anvil', 'chameleon')"
fg4vb7ldf9,anvil,chameleon,0,"('anvil', 'chameleon')"
d44f8n2x63,anvil,chisel,2,"('anvil', 'chisel')"
t0sc9xo37h,anvil,chisel,2,"('anvil', 'chisel')"
vlfvz9pzpp,anvil,chisel,6,"('anvil', 'chisel')"
7g1fal9av9,anvil,chisel,3,"('anvil', 'chisel')"
k1zxdp69ly,anvil,cobra,0,"('anvil', 'cobra')"
oetk65eov3,anvil,cobra,0,"('anvil', 'cobra')"
t0sc9xo37h,anvil,cobra,0,"('anvil', 'cobra')"
fg4vb7ldf9,anvil,cobra,0,"('anvil', 'cobra')"
vlfvz9pzpp,anvil,cobra,1,"('anvil', 'cobra')"
49qbegbyj2,anvil,cobra,4,"('anvil', 'cobra')"
oetk65eov3,anvil,crocodile,0,"('anvil', 'crocodile')"
oetk65eov3,anvil,crocodile,0,"('anvil', 'crocodile')"
fg4vb7ldf9,anvil,crocodile,0,"('anvil', 'crocodile')"
k1zxdp69ly,anvil,dinosaur,2,"('anvil', 'dinosaur')"
oetk65eov3,anvil,dinosaur,0,"('anvil', 'dinosaur')"
d44f8n2x63,anvil,dinosaur,0,"('anvil', 'dinosaur')"
u0t1xkrr0k,anvil,dinosaur,0,"('anvil', 'dinosaur')"
fg4vb7ldf9,anvil,dinosaur,0,"('anvil', 'dinosaur')"
9c3uokgnkc,anvil,gecko,0,"('anvil', 'gecko')"
k1zxdp69ly,anvil,gecko,0,"('anvil', 'gecko')"
d44f8n2x63,anvil,gecko,0,"('anvil', 'gecko')"
7wjajxhlft,anvil,gecko,0,"('anvil', 'gecko')"
7g1fal9av9,anvil,gecko,3,"('anvil', 'gecko')"
k1zxdp69ly,anvil,grinding disc,0,"('anvil', 'grinding disc')"
k1zxdp69ly,anvil,grinding disc,5,"('anvil', 'grinding disc')"
oetk65eov3,anvil,grinding disc,1,"('anvil', 'grinding disc')"
7wjajxhlft,anvil,grinding disc,3,"('anvil', 'grinding disc')"
7wjajxhlft,anvil,grinding disc,0,"('anvil', 'grinding disc')"
fg4vb7ldf9,anvil,grinding disc,5,"('anvil', 'grinding disc')"
vlfvz9pzpp,anvil,grinding disc,6,"('anvil', 'grinding disc')"
49qbegbyj2,anvil,grinding disc,0,"('anvil', 'grinding disc')"
7g1fal9av9,anvil,grinding disc,3,"('anvil', 'grinding disc')"
k1zxdp69ly,anvil,hammer,4,"('anvil', 'hammer')"
u0t1xkrr0k,anvil,hammer,5,"('anvil', 'hammer')"
u0t1xkrr0k,anvil,hammer,6,"('anvil', 'hammer')"
7wjajxhlft,anvil,hammer,0,"('anvil', 'hammer')"
fg4vb7ldf9,anvil,hammer,2,"('anvil', 'hammer')"
vlfvz9pzpp,anvil,hammer,6,"('anvil', 'hammer')"
vlfvz9pzpp,anvil,hammer,6,"('anvil', 'hammer')"
49qbegbyj2,anvil,hammer,5,"('anvil', 'hammer')"
49qbegbyj2,anvil,hammer,4,"('anvil', 'hammer')"
k1zxdp69ly,anvil,knife,5,"('anvil', 'knife')"
oetk65eov3,anvil,knife,0,"('anvil', 'knife')"
t0sc9xo37h,anvil,knife,1,"('anvil', 'knife')"
u0t1xkrr0k,anvil,knife,2,"('anvil', 'knife')"
7wjajxhlft,anvil,knife,0,"('anvil', 'knife')"
fg4vb7ldf9,anvil,knife,2,"('anvil', 'knife')"
7g1fal9av9,anvil,knife,3,"('anvil', 'knife')"
k1zxdp69ly,anvil,lawn mower,0,"('anvil', 'lawn mower')"
oetk65eov3,anvil,lawn mower,0,"('anvil', 'lawn mower')"
d44f8n2x63,anvil,lawn mower,0,"('anvil', 'lawn mower')"
u0t1xkrr0k,anvil,lawn mower,0,"('anvil', 'lawn mower')"
vlfvz9pzpp,anvil,lawn mower,4,"('anvil', 'lawn mower')"
49qbegbyj2,anvil,lawn mower,4,"('anvil', 'lawn mower')"
9c3uokgnkc,anvil,lizard,0,"('anvil', 'lizard')"
k1zxdp69ly,anvil,lizard,0,"('anvil', 'lizard')"
oetk65eov3,anvil,lizard,0,"('anvil', 'lizard')"
t0sc9xo37h,anvil,lizard,0,"('anvil', 'lizard')"
t0sc9xo37h,anvil,lizard,0,"('anvil', 'lizard')"
t0sc9xo37h,anvil,lizard,0,"('anvil', 'lizard')"
fg4vb7ldf9,anvil,lizard,0,"('anvil', 'lizard')"
fg4vb7ldf9,anvil,lizard,0,"('anvil', 'lizard')"
fg4vb7ldf9,anvil,lizard,0,"('anvil', 'lizard')"
49qbegbyj2,anvil,lizard,3,"('anvil', 'lizard')"
7g1fal9av9,anvil,lizard,3,"('anvil', 'lizard')"
d44f8n2x63,anvil,nail,2,"('anvil', 'nail')"
t0sc9xo37h,anvil,nail,1,"('anvil', 'nail')"
t0sc9xo37h,anvil,nail,1,"('anvil', 'nail')"
u0t1xkrr0k,anvil,nail,5,"('anvil', 'nail')"
7wjajxhlft,anvil,nail,0,"('anvil', 'nail')"
7wjajxhlft,anvil,nail,0,"('anvil', 'nail')"
fg4vb7ldf9,anvil,nail,4,"('anvil', 'nail')"
7g1fal9av9,anvil,nail,3,"('anvil', 'nail')"
t0sc9xo37h,anvil,oilcan,0,"('anvil', 'oilcan')"
u0t1xkrr0k,anvil,oilcan,2,"('anvil', 'oilcan')"
vlfvz9pzpp,anvil,oilcan,4,"('anvil', 'oilcan')"
7g1fal9av9,anvil,oilcan,3,"('anvil', 'oilcan')"
fg4vb7ldf9,anvil,paintbrush,1,"('anvil', 'paintbrush')"
fg4vb7ldf9,anvil,paintbrush,0,"('anvil', 'paintbrush')"
7g1fal9av9,anvil,paintbrush,3,"('anvil', 'paintbrush')"
9c3uokgnkc,anvil,salamander,0,"('anvil', 'salamander')"
9c3uokgnkc,anvil,salamander,0,"('anvil', 'salamander')"
d44f8n2x63,anvil,salamander,0,"('anvil', 'salamander')"
7wjajxhlft,anvil,salamander,0,"('anvil', 'salamander')"
vlfvz9pzpp,anvil,salamander,0,"('anvil', 'salamander')"
vlfvz9pzpp,anvil,salamander,4,"('anvil', 'salamander')"
oetk65eov3,anvil,saw,0,"('anvil', 'saw')"
d44f8n2x63,anvil,saw,0,"('anvil', 'saw')"
u0t1xkrr0k,anvil,saw,2,"('anvil', 'saw')"
u0t1xkrr0k,anvil,saw,0,"('anvil', 'saw')"
49qbegbyj2,anvil,saw,3,"('anvil', 'saw')"
49qbegbyj2,anvil,screwdriver,5,"('anvil', 'screwdriver')"
k1zxdp69ly,anvil,shovel,5,"('anvil', 'shovel')"
fg4vb7ldf9,anvil,shovel,0,"('anvil', 'shovel')"
k1zxdp69ly,anvil,snake,0,"('anvil', 'snake')"
d44f8n2x63,anvil,snake,0,"('anvil', 'snake')"
t0sc9xo37h,anvil,snake,0,"('anvil', 'snake')"
u0t1xkrr0k,anvil,snake,0,"('anvil', 'snake')"
fg4vb7ldf9,anvil,snake,0,"('anvil', 'snake')"
49qbegbyj2,anvil,snake,2,"('anvil', 'snake')"
9c3uokgnkc,anvil,spanner,4,"('anvil', 'spanner')"
k1zxdp69ly,anvil,spanner,5,"('anvil', 'spanner')"
k1zxdp69ly,anvil,spanner,0,"('anvil', 'spanner')"
u0t1xkrr0k,anvil,spanner,4,"('anvil', 'spanner')"
7wjajxhlft,anvil,spanner,0,"('anvil', 'spanner')"
fg4vb7ldf9,anvil,spanner,2,"('anvil', 'spanner')"
d44f8n2x63,anvil,toad,0,"('anvil', 'toad')"
d44f8n2x63,anvil,toad,0,"('anvil', 'toad')"
t0sc9xo37h,anvil,toad,0,"('anvil', 'toad')"
vlfvz9pzpp,anvil,toad,0,"('anvil', 'toad')"
49qbegbyj2,anvil,toad,2,"('anvil', 'toad')"
9c3uokgnkc,anvil,tortoise,1,"('anvil', 'tortoise')"
k1zxdp69ly,anvil,tortoise,2,"('anvil', 'tortoise')"
oetk65eov3,anvil,tortoise,0,"('anvil', 'tortoise')"
d44f8n2x63,anvil,tortoise,0,"('anvil', 'tortoise')"
u0t1xkrr0k,anvil,tortoise,0,"('anvil', 'tortoise')"
u0t1xkrr0k,anvil,tortoise,0,"('anvil', 'tortoise')"
49qbegbyj2,anvil,tortoise,2,"('anvil', 'tortoise')"
7g1fal9av9,anvil,tortoise,3,"('anvil', 'tortoise')"
7g1fal9av9,anvil,tortoise,3,"('anvil', 'tortoise')"
oetk65eov3,anvil,turtle,0,"('anvil', 'turtle')"
vlfvz9pzpp,anvil,turtle,1,"('anvil', 'turtle')"
vlfvz9pzpp,anvil,turtle,0,"('anvil', 'turtle')"
49qbegbyj2,anvil,turtle,3,"('anvil', 'turtle')"
7g1fal9av9,anvil,turtle,3,"('anvil', 'turtle')"
7g1fal9av9,anvil,turtle,3,"('anvil', 'turtle')"
oetk65eov3,anvil,vacuum cleaner,0,"('anvil', 'vacuum cleaner')"
49qbegbyj2,anvil,vacuum cleaner,3,"('anvil', 'vacuum cleaner')"
7g1fal9av9,anvil,vacuum cleaner,3,"('anvil', 'vacuum cleaner')"
7g1fal9av9,anvil,vacuum cleaner,3,"('anvil', 'vacuum cleaner')"
9c3uokgnkc,axe,alligator,1,"('axe', 'alligator')"
u0t1xkrr0k,axe,alligator,0,"('axe', 'alligator')"
fg4vb7ldf9,axe,alligator,1,"('axe', 'alligator')"
vlfvz9pzpp,axe,alligator,1,"('axe', 'alligator')"
7g1fal9av9,axe,alligator,3,"('axe', 'alligator')"
k1zxdp69ly,axe,anvil,4,"('axe', 'anvil')"
k1zxdp69ly,axe,anvil,4,"('axe', 'anvil')"
vlfvz9pzpp,axe,anvil,6,"('axe', 'anvil')"
7g1fal9av9,axe,anvil,3,"('axe', 'anvil')"
oetk65eov3,axe,blindworm,0,"('axe', 'blindworm')"
oetk65eov3,axe,blindworm,0,"('axe', 'blindworm')"
t0sc9xo37h,axe,blindworm,0,"('axe', 'blindworm')"
u0t1xkrr0k,axe,blindworm,0,"('axe', 'blindworm')"
49qbegbyj2,axe,blindworm,0,"('axe', 'blindworm')"
k1zxdp69ly,axe,boa,0,"('axe', 'boa')"
k1zxdp69ly,axe,boa,0,"('axe', 'boa')"
oetk65eov3,axe,boa,0,"('axe', 'boa')"
d44f8n2x63,axe,boa,0,"('axe', 'boa')"
7wjajxhlft,axe,boa,0,"('axe', 'boa')"
fg4vb7ldf9,axe,boa,0,"('axe', 'boa')"
7g1fal9av9,axe,boa,0,"('axe', 'boa')"
9c3uokgnkc,axe,caiman,1,"('axe', 'caiman')"
k1zxdp69ly,axe,caiman,0,"('axe', 'caiman')"
u0t1xkrr0k,axe,caiman,0,"('axe', 'caiman')"
7wjajxhlft,axe,caiman,0,"('axe', 'caiman')"
7g1fal9av9,axe,caiman,3,"('axe', 'caiman')"
oetk65eov3,axe,chameleon,0,"('axe', 'chameleon')"
d44f8n2x63,axe,chameleon,0,"('axe', 'chameleon')"
49qbegbyj2,axe,chameleon,3,"('axe', 'chameleon')"
9c3uokgnkc,axe,chisel,5,"('axe', 'chisel')"
7wjajxhlft,axe,chisel,4,"('axe', 'chisel')"
49qbegbyj2,axe,chisel,5,"('axe', 'chisel')"
d44f8n2x63,axe,cobra,0,"('axe', 'cobra')"
k1zxdp69ly,axe,crocodile,0,"('axe', 'crocodile')"
d44f8n2x63,axe,crocodile,0,"('axe', 'crocodile')"
t0sc9xo37h,axe,crocodile,0,"('axe', 'crocodile')"
u0t1xkrr0k,axe,crocodile,0,"('axe', 'crocodile')"
u0t1xkrr0k,axe,crocodile,0,"('axe', 'crocodile')"
u0t1xkrr0k,axe,crocodile,0,"('axe', 'crocodile')"
7wjajxhlft,axe,crocodile,0,"('axe', 'crocodile')"
fg4vb7ldf9,axe,crocodile,0,"('axe', 'crocodile')"
vlfvz9pzpp,axe,crocodile,2,"('axe', 'crocodile')"
49qbegbyj2,axe,crocodile,3,"('axe', 'crocodile')"
49qbegbyj2,axe,crocodile,2,"('axe', 'crocodile')"
7g1fal9av9,axe,crocodile,3,"('axe', 'crocodile')"
7g1fal9av9,axe,crocodile,0,"('axe', 'crocodile')"
9c3uokgnkc,axe,gecko,0,"('axe', 'gecko')"
9c3uokgnkc,axe,gecko,0,"('axe', 'gecko')"
t0sc9xo37h,axe,gecko,0,"('axe', 'gecko')"
fg4vb7ldf9,axe,gecko,0,"('axe', 'gecko')"
7g1fal9av9,axe,gecko,3,"('axe', 'gecko')"
9c3uokgnkc,axe,grinding disc,5,"('axe', 'grinding disc')"
k1zxdp69ly,axe,grinding disc,6,"('axe', 'grinding disc')"
k1zxdp69ly,axe,grinding disc,6,"('axe', 'grinding disc')"
d44f8n2x63,axe,grinding disc,0,"('axe', 'grinding disc')"
7wjajxhlft,axe,grinding disc,0,"('axe', 'grinding disc')"
fg4vb7ldf9,axe,grinding disc,4,"('axe', 'grinding disc')"
49qbegbyj2,axe,grinding disc,5,"('axe', 'grinding disc')"
7g1fal9av9,axe,grinding disc,3,"('axe', 'grinding disc')"
t0sc9xo37h,axe,hammer,2,"('axe', 'hammer')"
fg4vb7ldf9,axe,hammer,5,"('axe', 'hammer')"
49qbegbyj2,axe,hammer,4,"('axe', 'hammer')"
9c3uokgnkc,axe,knife,5,"('axe', 'knife')"
t0sc9xo37h,axe,knife,4,"('axe', 'knife')"
7g1fal9av9,axe,knife,3,"('axe', 'knife')"
49qbegbyj2,axe,lawn mower,2,"('axe', 'lawn mower')"
7g1fal9av9,axe,lawn mower,3,"('axe', 'lawn mower')"
7g1fal9av9,axe,lawn mower,3,"('axe', 'lawn mower')"
k1zxdp69ly,axe,lizard,0,"('axe', 'lizard')"
oetk65eov3,axe,lizard,0,"('axe', 'lizard')"
7wjajxhlft,axe,lizard,0,"('axe', 'lizard')"
49qbegbyj2,axe,lizard,2,"('axe', 'lizard')"
k1zxdp69ly,axe,nail,0,"('axe', 'nail')"
d44f8n2x63,axe,nail,0,"('axe', 'nail')"
t0sc9xo37h,axe,nail,2,"('axe', 'nail')"
t0sc9xo37h,axe,nail,0,"('axe', 'nail')"
t0sc9xo37h,axe,nail,0,"('axe', 'nail')"
49qbegbyj2,axe,nail,4,"('axe', 'nail')"
u0t1xkrr0k,axe,oilcan,2,"('axe', 'oilcan')"
vlfvz9pzpp,axe,oilcan,4,"('axe', 'oilcan')"
vlfvz9pzpp,axe,oilcan,4,"('axe', 'oilcan')"
oetk65eov3,axe,paintbrush,0,"('axe', 'paintbrush')"
vlfvz9pzpp,axe,paintbrush,4,"('axe', 'paintbrush')"
7g1fal9av9,axe,paintbrush,3,"('axe', 'paintbrush')"
k1zxdp69ly,axe,salamander,0,"('axe', 'salamander')"
t0sc9xo37h,axe,salamander,0,"('axe', 'salamander')"
u0t1xkrr0k,axe,salamander,0,"('axe', 'salamander')"
oetk65eov3,axe,saw,4,"('axe', 'saw')"
oetk65eov3,axe,saw,4,"('axe', 'saw')"
u0t1xkrr0k,axe,saw,6,"('axe', 'saw')"
u0t1xkrr0k,axe,saw,5,"('axe', 'saw')"
fg4vb7ldf9,axe,saw,4,"('axe', 'saw')"
vlfvz9pzpp,axe,saw,6,"('axe', 'saw')"
vlfvz9pzpp,axe,saw,6,"('axe', 'saw')"
9c3uokgnkc,axe,screwdriver,4,"('axe', 'screwdriver')"
9c3uokgnkc,axe,screwdriver,4,"('axe', 'screwdriver')"
oetk65eov3,axe,screwdriver,0,"('axe', 'screwdriver')"
t0sc9xo37h,axe,screwdriver,2,"('axe', 'screwdriver')"
